,Immune,Mixed,Stroma,Tumour
Immune,56.75326849669744,-1.6085659030469501,-22.7313950348634,-27.48106248967896
Mixed,-1.6085659030469501,15.430174959754327,0.5157715765646305,-13.277628065172113
Stroma,-22.7313950348634,0.5157715765646305,34.77853155448705,-39.35934235204211
Tumour,-27.48106248967896,-13.277628065172113,-39.35934235204211,57.87851206634275
