,Immune,Mixed,Stroma,Tumour
Immune,40.369551945691825,-18.931065907553315,-15.655197643402424,4.094039196840569
Mixed,-18.931065907553315,60.53034338080355,-35.792485465640034,-50.21477778414914
Stroma,-15.655197643402424,-35.792485465640034,69.90929820375649,-33.961412845886855
Tumour,4.094039196840569,-50.21477778414914,-33.961412845886855,73.30687376141827
