,Immune,Mixed,Stroma,Tumour
Immune,40.91350498756494,-9.135183208212274,-7.7394652195337965,-9.06169098926127
Mixed,-9.135183208212274,55.09335869079687,-51.12519742711937,-34.748380871444155
Stroma,-7.7394652195337965,-51.12519742711937,47.471172712167046,3.3506718342784185
Tumour,-9.06169098926127,-34.748380871444155,3.3506718342784185,43.698647097662956
