sample,gene,r_pearson,r_spearman,n_spots
HCC22-088-P6-S2_D,MS4A1,-0.030648214385300222,-0.035408218185355375,4766
HCC22-088-P6-S2_D,EPCAM,0.04877122444713161,0.08093159879505857,4766
HCC22-088-P6-S2_D,PECAM1,0.1326699391623175,0.15247358907312206,4766
HCC22-088-P6-S2_D,VIM,-0.1152200415048023,0.10845500671978435,4766
HCC22-088-P6-S2_D,KRT5,0.21639945946400435,0.26794829788591906,4766
HCC22-088-P6-S2_D,PCNA,0.0951750235651728,0.11189417865834873,4766
HCC22-088-P6-S2_D,CD274,0.022380159196877445,0.0387887128734274,4766
HCC22-088-P6-S2_D,PDCD1,-0.025340540672206088,-0.035771630818009326,4766
HCC22-088-P6-S2_D,ACTA2,0.3893806039597513,0.3864539806837664,4766
HCC22-088-P6-S2_D,BCL2,-0.03948183781568117,-0.03401341056320465,4766
HCC22-088-P6-S2_D,CD163,-0.0058532468587223566,-0.0029913176973991712,4766
HCC22-088-P6-S2_D,CR2,-0.005115965676364555,-0.007224865057200447,4766
HCC22-088-P6-S2_D,PAX5,0.016956490746518022,-0.008309034981345435,4766
HCC22-088-P6-S2_D,SDC1,0.18924581602651655,0.16749985697429431,4766
HCC22-088-P6-S2_D,FCGR3A,0.0772621503841961,0.07445146686248397,4766
HCC22-088-P6-S2_D,ITGAX,0.07561740012177268,0.08566743544955752,4766
HCC22-088-P6-S2_D,ITGAM,-0.013185389168601083,-0.01885324319994058,4766
HCC22-088-P6-S2_D,CCR7,-0.00784593411553089,-0.012984366211003807,4766
HCC22-088-P6-S2_D,CD27,-0.028076898061303944,-0.0395522465506009,4766
HCC22-088-P6-S2_D,CXCR5,0.022185785621299657,0.017118578887362217,4766
