,Immune,Mixed,Stroma,Tumour
Immune,0.15232805713998526,1.303358339484469,-2.0885853160718675,0.8548292742616203
Mixed,1.303358339484469,-0.34907503820443836,-1.9222481426567792,0.8782381103491195
Stroma,-2.0885853160718675,-1.9222481426567792,5.274908152164794,-3.768001580260348
Tumour,0.8548292742616203,0.8782381103491195,-3.768001580260348,2.062305723118354
