patient,metric,strategy,delta,rep
P2,score_T_cell_activity,random,-0.004630211881582249,65.0
P2,score_Myeloid_inflammation,random,-0.01579631993058539,65.0
P2,tumour_immune_contact,random,-0.5103814582327378,65.0
P2,frac_Tumour,random,0.27909222597778854,66.0
P2,frac_Immune,random,-0.25012071463061325,66.0
P2,score_Estrogen_response,random,0.06573349049894622,66.0
P2,score_Proliferation,random,0.0032529613446113832,66.0
P2,score_T_cell_activity,random,0.0008898471604192391,66.0
P2,score_Myeloid_inflammation,random,-0.007256037571220189,66.0
P2,tumour_immune_contact,random,-0.5070014485755674,66.0
P2,frac_Tumour,random,0.276195074843071,67.0
P2,frac_Immune,random,-0.24625784645098986,67.0
P2,score_Estrogen_response,random,0.06862602626211067,67.0
P2,score_Proliferation,random,0.002303915500078203,67.0
P2,score_T_cell_activity,random,-0.001673515883178436,67.0
P2,score_Myeloid_inflammation,random,-0.010620065135929044,67.0
P2,tumour_immune_contact,random,-0.4992757122163206,67.0
P2,frac_Tumour,random,0.27909222597778854,68.0
P2,frac_Immune,random,-0.24384355383872527,68.0
P2,score_Estrogen_response,random,0.07281769164343338,68.0
P2,score_Proliferation,random,0.0020133123385293137,68.0
P2,score_T_cell_activity,random,-0.0015377794993845216,68.0
P2,score_Myeloid_inflammation,random,-0.022774856962899673,68.0
P2,tumour_immune_contact,random,-0.49203283437952683,68.0
P2,frac_Tumour,random,0.27233220666344765,69.0
P2,frac_Immune,random,-0.24625784645098986,69.0
P2,score_Estrogen_response,random,0.07084822748679881,69.0
P2,score_Proliferation,random,0.0026217201663367305,69.0
P2,score_T_cell_activity,random,-0.0018410127150870928,69.0
P2,score_Myeloid_inflammation,random,-0.006725185635539893,69.0
P2,tumour_immune_contact,random,-0.49058425881216805,69.0
P2,frac_Tumour,random,0.28150651859005316,70.0
P2,frac_Immune,random,-0.2510864316755191,70.0
P2,score_Estrogen_response,random,0.07390105695699462,70.0
P2,score_Proliferation,random,0.0007616807199279426,70.0
P2,score_T_cell_activity,random,-0.0014352798521995041,70.0
P2,score_Myeloid_inflammation,random,-0.02464229594929039,70.0
P2,tumour_immune_contact,random,-0.5055528730082086,70.0
P2,frac_Tumour,random,0.2670207629164655,71.0
P2,frac_Immune,random,-0.24577498792853697,71.0
P2,score_Estrogen_response,random,0.06703656593566659,71.0
P2,score_Proliferation,random,0.0018820131644076484,71.0
P2,score_T_cell_activity,random,-0.0002511528280672885,71.0
P2,score_Myeloid_inflammation,random,-0.01360837260928656,71.0
P2,tumour_immune_contact,random,-0.4987928536938677,71.0
P2,frac_Tumour,random,0.27667793336552393,72.0
P2,frac_Immune,random,-0.2467407049734428,72.0
P2,score_Estrogen_response,random,0.07579017148883904,72.0
P2,score_Proliferation,random,0.005474642401185847,72.0
P2,score_T_cell_activity,random,-0.000618447974535429,72.0
P2,score_Myeloid_inflammation,random,-0.018899098018239177,72.0
P2,tumour_immune_contact,random,-0.5007242877836794,72.0
P2,frac_Tumour,random,0.27667793336552393,73.0
P2,frac_Immune,random,-0.2588121680347658,73.0
P2,score_Estrogen_response,random,0.08099660529241609,73.0
P2,score_Proliferation,random,0.004270163360216003,73.0
P2,score_T_cell_activity,random,-0.0020076825165378782,73.0
P2,score_Myeloid_inflammation,random,-0.031026711701464205,73.0
P2,tumour_immune_contact,random,-0.5147271849348141,73.0
P2,frac_Tumour,random,0.2810236600676002,74.0
P2,frac_Immune,random,-0.24867213906325447,74.0
P2,score_Estrogen_response,random,0.0788703805772451,74.0
P2,score_Proliferation,random,0.0029253883799027396,74.0
P2,score_T_cell_activity,random,-0.0014698239298988223,74.0
P2,score_Myeloid_inflammation,random,-0.015331522624410593,74.0
P2,tumour_immune_contact,random,-0.49975857073877356,74.0
P2,frac_Tumour,random,0.2829550941574119,75.0
P2,frac_Immune,random,-0.2510864316755191,75.0
P2,score_Estrogen_response,random,0.07807044043411748,75.0
P2,score_Proliferation,random,0.00264364589549398,75.0
P2,score_T_cell_activity,random,-0.0020810057799392195,75.0
P2,score_Myeloid_inflammation,random,-0.02009390814289934,75.0
P2,tumour_immune_contact,random,-0.5041042974408498,75.0
P2,frac_Tumour,random,0.2679864799613713,76.0
P2,frac_Immune,random,-0.24867213906325447,76.0
P2,score_Estrogen_response,random,0.06488836875650011,76.0
P2,score_Proliferation,random,0.0025259886506457372,76.0
P2,score_T_cell_activity,random,0.0012382796371128452,76.0
P2,score_Myeloid_inflammation,random,-0.017905452064058844,76.0
P2,tumour_immune_contact,random,-0.5070014485755674,76.0
P2,frac_Tumour,random,0.2713664896185418,77.0
P2,frac_Immune,random,-0.25688073394495414,77.0
P2,score_Estrogen_response,random,0.07292088787333234,77.0
P2,score_Proliferation,random,-0.001237875761421012,77.0
P2,score_T_cell_activity,random,-0.0002648139380827816,77.0
P2,score_Myeloid_inflammation,random,-0.018379522136430265,77.0
P2,tumour_immune_contact,random,-0.5127957508450024,77.0
P2,frac_Tumour,random,0.2757122163206181,78.0
P2,frac_Immune,random,-0.24722356349589572,78.0
P2,score_Estrogen_response,random,0.06374582958735187,78.0
P2,score_Proliferation,random,0.0024370506737032794,78.0
P2,score_T_cell_activity,random,-0.002833695770387017,78.0
P2,score_Myeloid_inflammation,random,-0.019255298393708056,78.0
P2,tumour_immune_contact,random,-0.5007242877836794,78.0
P2,frac_Tumour,random,0.29116368903911155,79.0
P2,frac_Immune,random,-0.2535007242877837,79.0
P2,score_Estrogen_response,random,0.0836821842377945,79.0
P2,score_Proliferation,random,-0.001518791813816736,79.0
P2,score_T_cell_activity,random,0.0001487076698259678,79.0
P2,score_Myeloid_inflammation,random,-0.020387878142332727,79.0
P2,tumour_immune_contact,random,-0.5050700144857557,79.0
P2,frac_Tumour,random,0.26846933848382426,80.0
P2,frac_Immune,random,-0.24094640270400774,80.0
P2,score_Estrogen_response,random,0.05335504639573241,80.0
P2,score_Proliferation,random,-0.002447605161785931,80.0
P2,score_T_cell_activity,random,0.0009855980119222352,80.0
P2,score_Myeloid_inflammation,random,-0.011030940258155653,80.0
P2,tumour_immune_contact,random,-0.49203283437952683,80.0
P2,frac_Tumour,random,0.28198937711250605,81.0
P2,frac_Immune,random,-0.24770642201834864,81.0
P2,score_Estrogen_response,random,0.08918342283402664,81.0
P2,score_Proliferation,random,0.004118532554026038,81.0
P2,score_T_cell_activity,random,0.00022807876520118979,81.0
P2,score_Myeloid_inflammation,random,-0.014590525773780283,81.0
P2,tumour_immune_contact,random,-0.49444712699179144,81.0
P2,frac_Tumour,random,0.28392081120231777,82.0
P2,frac_Immune,random,-0.2510864316755191,82.0
P2,score_Estrogen_response,random,0.088286088248473,82.0
P2,score_Proliferation,random,7.109775913666629e-05,82.0
P2,score_T_cell_activity,random,-0.000974901313794259,82.0
P2,score_Myeloid_inflammation,random,-0.030231470159585147,82.0
P2,tumour_immune_contact,random,-0.5074843070980203,82.0
P2,frac_Tumour,random,0.2694350555287301,83.0
P2,frac_Immune,random,-0.24818928054080155,83.0
P2,score_Estrogen_response,random,0.06521230604312156,83.0
P2,score_Proliferation,random,-0.0035566758531452966,83.0
P2,score_T_cell_activity,random,0.0004918549702987453,83.0
P2,score_Myeloid_inflammation,random,-0.019865254987333505,83.0
P2,tumour_immune_contact,random,-0.5012071463061323,83.0
P2,frac_Tumour,random,0.2718493481409947,84.0
P2,frac_Immune,random,-0.24529212940608403,84.0
P2,score_Estrogen_response,random,0.06348190687537092,84.0
P2,score_Proliferation,random,0.00013312544721144756,84.0
P2,score_T_cell_activity,random,0.00029865604965938555,84.0
P2,score_Myeloid_inflammation,random,-0.017368141458317984,84.0
P2,tumour_immune_contact,random,-0.49686141960405605,84.0
P2,frac_Tumour,random,0.2708836310960889,85.0
P2,frac_Immune,random,-0.24963785610816033,85.0
P2,score_Estrogen_response,random,0.06347588415713734,85.0
P2,score_Proliferation,random,-0.0012238222809650887,85.0
P2,score_T_cell_activity,random,-0.0018475120750106083,85.0
P2,score_Myeloid_inflammation,random,-0.015816614948591184,85.0
P2,tumour_immune_contact,random,-0.5045871559633027,85.0
P2,frac_Tumour,random,0.2771607918879768,86.0
P2,frac_Immune,random,-0.2467407049734428,86.0
P2,score_Estrogen_response,random,0.0627079731305259,86.0
P2,score_Proliferation,random,0.004983424752699792,86.0
P2,score_T_cell_activity,random,-0.0018390209082555673,86.0
P2,score_Myeloid_inflammation,random,-0.009982540627187661,86.0
P2,tumour_immune_contact,random,-0.5026557218734911,86.0
P2,frac_Tumour,random,0.2650893288266538,87.0
P2,frac_Immune,random,-0.24722356349589572,87.0
P2,score_Estrogen_response,random,0.072033063950529,87.0
P2,score_Proliferation,random,-0.0008486532535896293,87.0
P2,score_T_cell_activity,random,-0.001620861137988401,87.0
P2,score_Myeloid_inflammation,random,-0.015001696771813483,87.0
P2,tumour_immune_contact,random,-0.509415741187832,87.0
P2,frac_Tumour,random,0.2708836310960889,88.0
P2,frac_Immune,random,-0.24770642201834864,88.0
P2,score_Estrogen_response,random,0.059012591364834555,88.0
P2,score_Proliferation,random,0.0010013108161894247,88.0
P2,score_T_cell_activity,random,-0.0034306805577258292,88.0
P2,score_Myeloid_inflammation,random,-0.021713000287601994,88.0
P2,tumour_immune_contact,random,-0.5084500241429262,88.0
P2,frac_Tumour,random,0.2713664896185418,89.0
P2,frac_Immune,random,-0.24384355383872527,89.0
P2,score_Estrogen_response,random,0.0817846727305166,89.0
P2,score_Proliferation,random,0.003182507613434621,89.0
P2,score_T_cell_activity,random,-0.0006444053088705869,89.0
P2,score_Myeloid_inflammation,random,-0.023663568024702084,89.0
P2,tumour_immune_contact,random,-0.49734427812650894,89.0
P2,frac_Tumour,random,0.27474649927571226,90.0
P2,frac_Immune,random,-0.24915499758570742,90.0
P2,score_Estrogen_response,random,0.08796539401992243,90.0
P2,score_Proliferation,random,0.0014446962634679164,90.0
P2,score_T_cell_activity,random,-0.0021608905266727813,90.0
P2,score_Myeloid_inflammation,random,-0.029136861302798855,90.0
P2,tumour_immune_contact,random,-0.4978271366489619,90.0
P2,frac_Tumour,random,0.27474649927571226,91.0
P2,frac_Immune,random,-0.2448092708836311,91.0
P2,score_Estrogen_response,random,0.08300291635360146,91.0
P2,score_Proliferation,random,0.0038592068926576748,91.0
P2,score_T_cell_activity,random,-0.0009020988545772473,91.0
P2,score_Myeloid_inflammation,random,-0.025132854265621868,91.0
P2,tumour_immune_contact,random,-0.49492998551424433,91.0
P2,frac_Tumour,random,0.2737807822308064,92.0
P2,frac_Immune,random,-0.24722356349589572,92.0
P2,score_Estrogen_response,random,0.058797483940118356,92.0
P2,score_Proliferation,random,0.00021360456014233318,92.0
P2,score_T_cell_activity,random,-0.004867674222245236,92.0
P2,score_Myeloid_inflammation,random,-0.017796385490579922,92.0
P2,tumour_immune_contact,random,-0.5055528730082086,92.0
P2,frac_Tumour,random,0.2737807822308064,93.0
P2,frac_Immune,random,-0.24915499758570742,93.0
P2,score_Estrogen_response,random,0.07126943791535739,93.0
P2,score_Proliferation,random,0.0005002506130902997,93.0
P2,score_T_cell_activity,random,-0.0008895127274638303,93.0
P2,score_Myeloid_inflammation,random,-0.02193339059167089,93.0
P2,tumour_immune_contact,random,-0.49734427812650894,93.0
P2,frac_Tumour,random,0.27281506518590054,94.0
P2,frac_Immune,random,-0.2443264123611782,94.0
P2,score_Estrogen_response,random,0.07535589893809114,94.0
P2,score_Proliferation,random,-0.0005272853738138663,94.0
P2,score_T_cell_activity,random,-0.0034375840842643755,94.0
P2,score_Myeloid_inflammation,random,-0.022637635664952915,94.0
P2,tumour_immune_contact,random,-0.4934814099468856,94.0
P2,frac_Tumour,random,0.2800579430226944,95.0
P2,frac_Immune,random,-0.25639787542250125,95.0
P2,score_Estrogen_response,random,0.07982055314480263,95.0
P2,score_Proliferation,random,0.0022876916955653368,95.0
P2,score_T_cell_activity,random,-0.0036098202601683414,95.0
P2,score_Myeloid_inflammation,random,-0.02352782636684206,95.0
P2,tumour_immune_contact,random,-0.51569290197972,95.0
P2,frac_Tumour,random,0.2694350555287301,96.0
P2,frac_Immune,random,-0.24770642201834864,96.0
P2,score_Estrogen_response,random,0.07255836981570946,96.0
P2,score_Proliferation,random,0.0065454518158132025,96.0
P2,score_T_cell_activity,random,-0.0018711268199411617,96.0
P2,score_Myeloid_inflammation,random,-0.011579736412491104,96.0
P2,tumour_immune_contact,random,-0.503621438918397,96.0
P2,frac_Tumour,random,0.2873008208594882,97.0
P2,frac_Immune,random,-0.24963785610816033,97.0
P2,score_Estrogen_response,random,0.08071281217957471,97.0
P2,score_Proliferation,random,0.0038556466473040076,97.0
P2,score_T_cell_activity,random,-0.0016247470852246272,97.0
P2,score_Myeloid_inflammation,random,-0.02215366956762302,97.0
P2,tumour_immune_contact,random,-0.5108643167551907,97.0
P2,frac_Tumour,random,0.2559150169000483,98.0
P2,frac_Immune,random,-0.2423949782713665,98.0
P2,score_Estrogen_response,random,0.05294261006012985,98.0
P2,score_Proliferation,random,0.0049790348174063295,98.0
P2,score_T_cell_activity,random,0.0013479964022984742,98.0
P2,score_Myeloid_inflammation,random,-0.007073369192124854,98.0
P2,tumour_immune_contact,random,-0.49299855142443266,98.0
P2,frac_Tumour,random,0.2583293095123129,99.0
P2,frac_Immune,random,-0.2467407049734428,99.0
P2,score_Estrogen_response,random,0.05089032254377074,99.0
P2,score_Proliferation,random,0.0025040587501035214,99.0
P2,score_T_cell_activity,random,-0.0012087309301241523,99.0
P2,score_Myeloid_inflammation,random,-0.011822510756226201,99.0
P2,tumour_immune_contact,random,-0.5007242877836794,99.0
P2,frac_Tumour,random,0.2781265089328827,100.0
P2,frac_Immune,random,-0.25060357315306614,100.0
P2,score_Estrogen_response,random,0.0781259189582949,100.0
P2,score_Proliferation,random,0.0047061447316828296,100.0
P2,score_T_cell_activity,random,-0.0017187951489332303,100.0
P2,score_Myeloid_inflammation,random,-0.012183264512827821,100.0
P2,tumour_immune_contact,random,-0.5089328826653791,100.0
P2,frac_Tumour,random,0.2679864799613713,101.0
P2,frac_Immune,random,-0.2467407049734428,101.0
P2,score_Estrogen_response,random,0.08852053211673294,101.0
P2,score_Proliferation,random,0.003136210791267535,101.0
P2,score_T_cell_activity,random,-0.002364623447194656,101.0
P2,score_Myeloid_inflammation,random,-0.019986166213912845,101.0
P2,tumour_immune_contact,random,-0.49686141960405605,101.0
P2,frac_Tumour,random,0.2670207629164655,102.0
P2,frac_Immune,random,-0.2448092708836311,102.0
P2,score_Estrogen_response,random,0.07436970148526623,102.0
P2,score_Proliferation,random,-0.0025602800458007758,102.0
P2,score_T_cell_activity,random,0.0015885405487676418,102.0
P2,score_Myeloid_inflammation,random,-0.021393473694081136,102.0
P2,tumour_immune_contact,random,-0.49492998551424433,102.0
P2,frac_Tumour,random,0.28198937711250605,103.0
P2,frac_Immune,random,-0.2467407049734428,103.0
P2,score_Estrogen_response,random,0.09147411899096675,103.0
P2,score_Proliferation,random,-0.0001726427410821468,103.0
P2,score_T_cell_activity,random,-0.001293289227455966,103.0
P2,score_Myeloid_inflammation,random,-0.026246972111181405,103.0
P2,tumour_immune_contact,random,-0.4867213906325447,103.0
P2,frac_Tumour,random,0.28198937711250605,104.0
P2,frac_Immune,random,-0.24529212940608403,104.0
P2,score_Estrogen_response,random,0.08423137242642381,104.0
P2,score_Proliferation,random,0.005098078114439487,104.0
P2,score_T_cell_activity,random,-0.0015872134732012886,104.0
P2,score_Myeloid_inflammation,random,-0.018735191878352347,104.0
P2,tumour_immune_contact,random,-0.48623853211009177,104.0
P2,frac_Tumour,random,0.26846933848382426,105.0
P2,frac_Immune,random,-0.2510864316755191,105.0
P2,score_Estrogen_response,random,0.06865538681881678,105.0
P2,score_Proliferation,random,-0.0005547129174490921,105.0
P2,score_T_cell_activity,random,-0.0029874418265561403,105.0
P2,score_Myeloid_inflammation,random,-0.020827372918797007,105.0
P2,tumour_immune_contact,random,-0.5031385803959441,105.0
P2,frac_Tumour,random,0.28440366972477066,106.0
P2,frac_Immune,random,-0.25060357315306614,106.0
P2,score_Estrogen_response,random,0.08115305659810984,106.0
P2,score_Proliferation,random,0.0042168575651856085,106.0
P2,score_T_cell_activity,random,0.0035425766392156955,106.0
P2,score_Myeloid_inflammation,random,-0.02820199253915938,106.0
P2,tumour_immune_contact,random,-0.503621438918397,106.0
P2,frac_Tumour,random,0.2834379526798648,107.0
P2,frac_Immune,random,-0.25301786576533075,107.0
P2,score_Estrogen_response,random,0.07823417951698369,107.0
P2,score_Proliferation,random,0.0031546396689710984,107.0
P2,score_T_cell_activity,random,-0.0004626936520953878,107.0
P2,score_Myeloid_inflammation,random,-0.022357122128042306,107.0
P2,tumour_immune_contact,random,-0.5161757605021728,107.0
P2,frac_Tumour,random,0.2708836310960889,108.0
P2,frac_Immune,random,-0.2467407049734428,108.0
P2,score_Estrogen_response,random,0.0635017624601169,108.0
P2,score_Proliferation,random,-0.0012857079869194135,108.0
P2,score_T_cell_activity,random,-0.0013871407367466795,108.0
P2,score_Myeloid_inflammation,random,-0.01873372000426117,108.0
P2,tumour_immune_contact,random,-0.5026557218734911,108.0
P2,frac_Tumour,random,0.2781265089328827,109.0
P2,frac_Immune,random,-0.24577498792853697,109.0
P2,score_Estrogen_response,random,0.06300737236345944,109.0
P2,score_Proliferation,random,0.0009574498172559764,109.0
P2,score_T_cell_activity,random,0.001913839382706786,109.0
P2,score_Myeloid_inflammation,random,-0.02683945577868413,109.0
P2,tumour_immune_contact,random,-0.4992757122163206,109.0
P2,frac_Tumour,random,0.28392081120231777,110.0
P2,frac_Immune,random,-0.24770642201834864,110.0
P2,score_Estrogen_response,random,0.07747735530125077,110.0
P2,score_Proliferation,random,-0.00016261351055451342,110.0
P2,score_T_cell_activity,random,0.0016907780894727274,110.0
P2,score_Myeloid_inflammation,random,-0.027655988335732767,110.0
P2,tumour_immune_contact,random,-0.5045871559633027,110.0
P2,frac_Tumour,random,0.2732979237083535,111.0
P2,frac_Immune,random,-0.24770642201834864,111.0
P2,score_Estrogen_response,random,0.06572071680510078,111.0
P2,score_Proliferation,random,0.003405843521125276,111.0
P2,score_T_cell_activity,random,0.0004603014926502754,111.0
P2,score_Myeloid_inflammation,random,-0.018305292893491046,111.0
P2,tumour_immune_contact,random,-0.49686141960405605,111.0
P2,frac_Tumour,random,0.3056494447126992,112.0
P2,frac_Immune,random,-0.24915499758570742,112.0
P2,score_Estrogen_response,random,0.10441503427042775,112.0
P2,score_Proliferation,random,-0.003062607886370365,112.0
P2,score_T_cell_activity,random,-0.0023967009266684285,112.0
P2,score_Myeloid_inflammation,random,-0.03283067250075797,112.0
P2,tumour_immune_contact,random,-0.5016900048285853,112.0
P2,frac_Tumour,random,0.27233220666344765,113.0
P2,frac_Immune,random,-0.24963785610816033,113.0
P2,score_Estrogen_response,random,0.0593076670747027,113.0
P2,score_Proliferation,random,-0.0011359587691807094,113.0
P2,score_T_cell_activity,random,0.0005588347897035233,113.0
P2,score_Myeloid_inflammation,random,-0.02466817361718472,113.0
P2,tumour_immune_contact,random,-0.5079671656204732,113.0
P2,frac_Tumour,random,0.27667793336552393,114.0
P2,frac_Immune,random,-0.24867213906325447,114.0
P2,score_Estrogen_response,random,0.07262055562883413,114.0
P2,score_Proliferation,random,0.0017792475942034762,114.0
P2,score_T_cell_activity,random,-0.0014366519731873685,114.0
P2,score_Myeloid_inflammation,random,-0.01818737277898881,114.0
P2,tumour_immune_contact,random,-0.49734427812650894,114.0
P2,frac_Tumour,random,0.276195074843071,115.0
P2,frac_Immune,random,-0.24577498792853697,115.0
P2,score_Estrogen_response,random,0.07615952265488546,115.0
P2,score_Proliferation,random,0.0015097335236186268,115.0
P2,score_T_cell_activity,random,-0.004555329738467066,115.0
P2,score_Myeloid_inflammation,random,-0.020412329359395104,115.0
P2,tumour_immune_contact,random,-0.4983099951714148,115.0
P2,frac_Tumour,random,0.282472235634959,116.0
P2,frac_Immune,random,-0.2448092708836311,116.0
P2,score_Estrogen_response,random,0.08720170912609942,116.0
P2,score_Proliferation,random,0.007084076785179275,116.0
P2,score_T_cell_activity,random,0.0008306166388700972,116.0
P2,score_Myeloid_inflammation,random,-0.019873620585281748,116.0
P2,tumour_immune_contact,random,-0.4963785610816031,116.0
P2,frac_Tumour,random,0.2829550941574119,117.0
P2,frac_Immune,random,-0.24915499758570742,117.0
P2,score_Estrogen_response,random,0.06934847044419529,117.0
P2,score_Proliferation,random,0.0015162924019218335,117.0
P2,score_T_cell_activity,random,-0.001700003395811452,117.0
P2,score_Myeloid_inflammation,random,-0.01922388535101116,117.0
P2,tumour_immune_contact,random,-0.49589570255915016,117.0
P2,frac_Tumour,random,0.28681796233703527,118.0
P2,frac_Immune,random,-0.2428778367938194,118.0
P2,score_Estrogen_response,random,0.08374461850313863,118.0
P2,score_Proliferation,random,0.0008248401438131691,118.0
P2,score_T_cell_activity,random,-1.2241068185008495e-06,118.0
P2,score_Myeloid_inflammation,random,-0.023451210168430325,118.0
P2,tumour_immune_contact,random,-0.49975857073877356,118.0
P2,frac_Tumour,random,0.2805408015451473,119.0
P2,frac_Immune,random,-0.24529212940608403,119.0
P2,score_Estrogen_response,random,0.0737497553170477,119.0
P2,score_Proliferation,random,0.005399572617123033,119.0
P2,score_T_cell_activity,random,-0.0003362569887076787,119.0
P2,score_Myeloid_inflammation,random,-0.019760069672011174,119.0
P2,tumour_immune_contact,random,-0.4963785610816031,119.0
P2,frac_Tumour,random,0.2781265089328827,120.0
P2,frac_Immune,random,-0.24577498792853697,120.0
P2,score_Estrogen_response,random,0.08422109203170847,120.0
P2,score_Proliferation,random,0.005183614286782271,120.0
P2,score_T_cell_activity,random,0.0002803592991730574,120.0
P2,score_Myeloid_inflammation,random,-0.026020989893924026,120.0
P2,tumour_immune_contact,random,-0.49734427812650894,120.0
P2,frac_Tumour,random,0.27764365041042977,121.0
P2,frac_Immune,random,-0.2467407049734428,121.0
P2,score_Estrogen_response,random,0.07867967454422115,121.0
P2,score_Proliferation,random,-0.002079108390130519,121.0
P2,score_T_cell_activity,random,0.0007756820139260111,121.0
P2,score_Myeloid_inflammation,random,-0.01465764074139611,121.0
P2,tumour_immune_contact,random,-0.503621438918397,121.0
P2,frac_Tumour,random,0.2742636407532593,122.0
P2,frac_Immune,random,-0.24867213906325447,122.0
P2,score_Estrogen_response,random,0.06843185164586252,122.0
P2,score_Proliferation,random,0.003993626241552618,122.0
P2,score_T_cell_activity,random,-0.0025281977541284474,122.0
P2,score_Myeloid_inflammation,random,-0.02041830550250777,122.0
P2,tumour_immune_contact,random,-0.5055528730082086,122.0
P2,frac_Tumour,random,0.2670207629164655,123.0
P2,frac_Immune,random,-0.24336069531627236,123.0
P2,score_Estrogen_response,random,0.06405572128939158,123.0
P2,score_Proliferation,random,-0.0004016763775495126,123.0
P2,score_T_cell_activity,random,-0.0016154506976898894,123.0
P2,score_Myeloid_inflammation,random,-0.017813771485717694,123.0
P2,tumour_immune_contact,random,-0.4925156929019797,123.0
P2,frac_Tumour,random,0.28150651859005316,124.0
P2,frac_Immune,random,-0.24625784645098986,124.0
P2,score_Estrogen_response,random,0.07567519379708298,124.0
P2,score_Proliferation,random,-0.003081283093713806,124.0
P2,score_T_cell_activity,random,-0.0019976311255156115,124.0
P2,score_Myeloid_inflammation,random,-0.029798790943334513,124.0
P2,tumour_immune_contact,random,-0.4992757122163206,124.0
P2,frac_Tumour,random,0.276195074843071,125.0
P2,frac_Immune,random,-0.25060357315306614,125.0
P2,score_Estrogen_response,random,0.06793557216298302,125.0
P2,score_Proliferation,random,0.00021715990058920106,125.0
P2,score_T_cell_activity,random,-0.0027762498378049996,125.0
P2,score_Myeloid_inflammation,random,-0.014710627562129555,125.0
P2,tumour_immune_contact,random,-0.5079671656204732,125.0
P2,frac_Tumour,random,0.26991791405118304,126.0
P2,frac_Immune,random,-0.24336069531627236,126.0
P2,score_Estrogen_response,random,0.069083465119323,126.0
P2,score_Proliferation,random,-2.9521655969707607e-05,126.0
P2,score_T_cell_activity,random,-0.0035483497159816933,126.0
P2,score_Myeloid_inflammation,random,-0.011357603729701779,126.0
P2,tumour_immune_contact,random,-0.4925156929019797,126.0
P2,frac_Tumour,random,0.2713664896185418,127.0
P2,frac_Immune,random,-0.24625784645098986,127.0
P2,score_Estrogen_response,random,0.07621778446788507,127.0
P2,score_Proliferation,random,0.0026166486491961028,127.0
P2,score_T_cell_activity,random,-0.00022966463169292115,127.0
P2,score_Myeloid_inflammation,random,-0.018001445777083305,127.0
P2,tumour_immune_contact,random,-0.5016900048285853,127.0
P2,frac_Tumour,random,0.2621921776919363,128.0
P2,frac_Immune,random,-0.24046354418155483,128.0
P2,score_Estrogen_response,random,0.06146731665736249,128.0
P2,score_Proliferation,random,0.0025506044324552753,128.0
P2,score_T_cell_activity,random,-0.0018247873534664402,128.0
P2,score_Myeloid_inflammation,random,-0.020992986922654305,128.0
P2,tumour_immune_contact,random,-0.49058425881216805,128.0
P2,frac_Tumour,random,0.2940608401738291,129.0
P2,frac_Immune,random,-0.24384355383872527,129.0
P2,score_Estrogen_response,random,0.09130129078718457,129.0
P2,score_Proliferation,random,0.0009527840830878495,129.0
P2,score_T_cell_activity,random,-0.0031289178228204187,129.0
P2,score_Myeloid_inflammation,random,-0.029220115360394983,129.0
P2,tumour_immune_contact,random,-0.491067117334621,129.0
P2,frac_Tumour,random,0.2805408015451473,130.0
P2,frac_Immune,random,-0.2510864316755191,130.0
P2,score_Estrogen_response,random,0.07674529369013561,130.0
P2,score_Proliferation,random,0.002923460474008807,130.0
P2,score_T_cell_activity,random,-0.001504821103822442,130.0
P2,score_Myeloid_inflammation,random,-0.0205046649500637,130.0
P2,tumour_immune_contact,random,-0.5021728633510382,130.0
P2,frac_Tumour,random,0.2718493481409947,131.0
P2,frac_Immune,random,-0.25060357315306614,131.0
P2,score_Estrogen_response,random,0.07113152285049018,131.0
P2,score_Proliferation,random,0.003351670016929965,131.0
P2,score_T_cell_activity,random,-0.0024240293451987306,131.0
P2,score_Myeloid_inflammation,random,-0.017341806563606094,131.0
P2,tumour_immune_contact,random,-0.5137614678899083,131.0
P2,frac_Tumour,random,0.27522935779816515,132.0
P2,frac_Immune,random,-0.2520521487204249,132.0
P2,score_Estrogen_response,random,0.0732419447677975,132.0
P2,score_Proliferation,random,0.0017205091288459808,132.0
P2,score_T_cell_activity,random,-0.0018729050563367688,132.0
P2,score_Myeloid_inflammation,random,-0.01261402821634576,132.0
P2,tumour_immune_contact,random,-0.5026557218734911,132.0
P2,frac_Tumour,random,0.2848865282472236,133.0
P2,frac_Immune,random,-0.24963785610816033,133.0
P2,score_Estrogen_response,random,0.08975695110517168,133.0
P2,score_Proliferation,random,0.002935961923461761,133.0
P2,score_T_cell_activity,random,-0.0008398916266443917,133.0
P2,score_Myeloid_inflammation,random,-0.01760076732032037,133.0
P2,tumour_immune_contact,random,-0.5021728633510382,133.0
P2,frac_Tumour,random,0.27764365041042977,134.0
P2,frac_Immune,random,-0.2467407049734428,134.0
P2,score_Estrogen_response,random,0.08083425644443054,134.0
P2,score_Proliferation,random,0.00296636956391339,134.0
P2,score_T_cell_activity,random,-0.0035471427389439265,134.0
P2,score_Myeloid_inflammation,random,-0.02249626078523094,134.0
P2,tumour_immune_contact,random,-0.4963785610816031,134.0
P2,frac_Tumour,random,0.2718493481409947,135.0
P2,frac_Immune,random,-0.24722356349589572,135.0
P2,score_Estrogen_response,random,0.06985215864627342,135.0
P2,score_Proliferation,random,0.0027620287387949112,135.0
P2,score_T_cell_activity,random,-0.0005103164063226917,135.0
P2,score_Myeloid_inflammation,random,-0.023706751392626152,135.0
P2,tumour_immune_contact,random,-0.4992757122163206,135.0
P2,frac_Tumour,random,0.2670207629164655,136.0
P2,frac_Immune,random,-0.24722356349589572,136.0
