patient,metric,strategy,delta,rep
P4,score_Proliferation,random,-0.02322045564319057,149.0
P4,score_T_cell_activity,random,1.6341215888992676e-05,149.0
P4,score_Myeloid_inflammation,random,-0.009324154554988352,149.0
P4,tumour_immune_contact,random,-0.7922077922077921,149.0
P4,frac_Tumour,random,0.17893217893217897,150.0
P4,frac_Immune,random,-0.3073593073593074,150.0
P4,score_Estrogen_response,random,0.33465022387612064,150.0
P4,score_Proliferation,random,-0.012471840130935795,150.0
P4,score_T_cell_activity,random,0.006382756761495732,150.0
P4,score_Myeloid_inflammation,random,-0.0068883580145005716,150.0
P4,tumour_immune_contact,random,-0.7748917748917749,150.0
P4,frac_Tumour,random,0.20202020202020202,151.0
P4,frac_Immune,random,-0.31313131313131315,151.0
P4,score_Estrogen_response,random,0.35959372211104174,151.0
P4,score_Proliferation,random,-0.014056919625322238,151.0
P4,score_T_cell_activity,random,-0.001423202247555386,151.0
P4,score_Myeloid_inflammation,random,-0.0035762088724480313,151.0
P4,tumour_immune_contact,random,-0.7878787878787878,151.0
P4,frac_Tumour,random,0.18903318903318903,152.0
P4,frac_Immune,random,-0.29148629148629146,152.0
P4,score_Estrogen_response,random,0.3240660940219781,152.0
P4,score_Proliferation,random,-0.010854163044851949,152.0
P4,score_T_cell_activity,random,0.002368135896177951,152.0
P4,score_Myeloid_inflammation,random,0.024535517644902603,152.0
P4,tumour_immune_contact,random,-0.7676767676767676,152.0
P4,frac_Tumour,random,0.1673881673881674,153.0
P4,frac_Immune,random,-0.29148629148629146,153.0
P4,score_Estrogen_response,random,0.34381276427829843,153.0
P4,score_Proliferation,random,-0.015841852313858443,153.0
P4,score_T_cell_activity,random,0.0021430911067446554,153.0
P4,score_Myeloid_inflammation,random,0.0008787210764453629,153.0
P4,tumour_immune_contact,random,-0.7806637806637806,153.0
P4,frac_Tumour,random,0.18903318903318903,154.0
P4,frac_Immune,random,-0.2828282828282829,154.0
P4,score_Estrogen_response,random,0.3529662845512985,154.0
P4,score_Proliferation,random,-0.014549939122823125,154.0
P4,score_T_cell_activity,random,-0.003033749877810509,154.0
P4,score_Myeloid_inflammation,random,-0.012860423607855966,154.0
P4,tumour_immune_contact,random,-0.7474747474747474,154.0
P4,frac_Tumour,random,0.20634920634920637,155.0
P4,frac_Immune,random,-0.2828282828282829,155.0
P4,score_Estrogen_response,random,0.3558323155790848,155.0
P4,score_Proliferation,random,-0.008513504111913343,155.0
P4,score_T_cell_activity,random,0.001981896886504666,155.0
P4,score_Myeloid_inflammation,random,-0.010713816395665592,155.0
P4,tumour_immune_contact,random,-0.7705627705627706,155.0
P4,frac_Tumour,random,0.18614718614718614,156.0
P4,frac_Immune,random,-0.31313131313131315,156.0
P4,score_Estrogen_response,random,0.3709755392485919,156.0
P4,score_Proliferation,random,-0.009785092931162755,156.0
P4,score_T_cell_activity,random,-0.004330861393172895,156.0
P4,score_Myeloid_inflammation,random,-0.02018504941011068,156.0
P4,tumour_immune_contact,random,-0.7907647907647908,156.0
P4,frac_Tumour,random,0.1500721500721501,157.0
P4,frac_Immune,random,-0.28860028860028863,157.0
P4,score_Estrogen_response,random,0.31227702950234787,157.0
P4,score_Proliferation,random,-0.02379442320161972,157.0
P4,score_T_cell_activity,random,0.003974499546423288,157.0
P4,score_Myeloid_inflammation,random,0.015459038487656424,157.0
P4,tumour_immune_contact,random,-0.7922077922077921,157.0
P4,frac_Tumour,random,0.16017316017316016,158.0
P4,frac_Immune,random,-0.28860028860028863,158.0
P4,score_Estrogen_response,random,0.34318859309455435,158.0
P4,score_Proliferation,random,-0.012497519302876075,158.0
P4,score_T_cell_activity,random,0.0028338197628755557,158.0
P4,score_Myeloid_inflammation,random,-0.004572285638585135,158.0
P4,tumour_immune_contact,random,-0.7821067821067821,158.0
P4,frac_Tumour,random,0.21212121212121213,159.0
P4,frac_Immune,random,-0.2741702741702742,159.0
P4,score_Estrogen_response,random,0.3627226290865178,159.0
P4,score_Proliferation,random,-0.0005776650452045025,159.0
P4,score_T_cell_activity,random,-0.00901484132727027,159.0
P4,score_Myeloid_inflammation,random,-0.013185834351209711,159.0
P4,tumour_immune_contact,random,-0.7705627705627706,159.0
P4,frac_Tumour,random,0.1673881673881674,160.0
P4,frac_Immune,random,-0.28715728715728717,160.0
P4,score_Estrogen_response,random,0.34942188874390306,160.0
P4,score_Proliferation,random,-0.02126655628591277,160.0
P4,score_T_cell_activity,random,-0.006457229645437945,160.0
P4,score_Myeloid_inflammation,random,-0.007275897245711746,160.0
P4,tumour_immune_contact,random,-0.7821067821067821,160.0
P4,frac_Tumour,random,0.17893217893217897,161.0
P4,frac_Immune,random,-0.2972582972582973,161.0
P4,score_Estrogen_response,random,0.35312492149280206,161.0
P4,score_Proliferation,random,-0.0033377650690981546,161.0
P4,score_T_cell_activity,random,0.0033367271372321894,161.0
P4,score_Myeloid_inflammation,random,0.0006120696772702813,161.0
P4,tumour_immune_contact,random,-0.7864357864357864,161.0
P4,frac_Tumour,random,0.17604617604617603,162.0
P4,frac_Immune,random,-0.2958152958152958,162.0
P4,score_Estrogen_response,random,0.3539328909277706,162.0
P4,score_Proliferation,random,-0.002157380923799186,162.0
P4,score_T_cell_activity,random,0.00235012905293429,162.0
P4,score_Myeloid_inflammation,random,-0.011767825512976074,162.0
P4,tumour_immune_contact,random,-0.7849927849927849,162.0
P4,frac_Tumour,random,0.18037518037518038,163.0
P4,frac_Immune,random,-0.27705627705627706,163.0
P4,score_Estrogen_response,random,0.36212047610915443,163.0
P4,score_Proliferation,random,-0.001304916969681424,163.0
P4,score_T_cell_activity,random,0.004756426992561626,163.0
P4,score_Myeloid_inflammation,random,-0.0026724375053517116,163.0
P4,tumour_immune_contact,random,-0.7691197691197691,163.0
P4,frac_Tumour,random,0.1673881673881674,164.0
P4,frac_Immune,random,-0.29004329004329005,164.0
P4,score_Estrogen_response,random,0.33839097150526853,164.0
P4,score_Proliferation,random,-0.0292125889192338,164.0
P4,score_T_cell_activity,random,-0.0028739856830261225,164.0
P4,score_Myeloid_inflammation,random,0.010911167561793216,164.0
P4,tumour_immune_contact,random,-0.7806637806637806,164.0
P4,frac_Tumour,random,0.1904761904761905,165.0
P4,frac_Immune,random,-0.2712842712842713,165.0
P4,score_Estrogen_response,random,0.3644087157345521,165.0
P4,score_Proliferation,random,-0.016675322773155962,165.0
P4,score_T_cell_activity,random,-0.005814442934005381,165.0
P4,score_Myeloid_inflammation,random,-0.00024152626001023442,165.0
P4,tumour_immune_contact,random,-0.7590187590187589,165.0
P4,frac_Tumour,random,0.1673881673881674,166.0
P4,frac_Immune,random,-0.3189033189033189,166.0
P4,score_Estrogen_response,random,0.35010172921456423,166.0
P4,score_Proliferation,random,-0.009641410623235104,166.0
P4,score_T_cell_activity,random,0.002925657288036121,166.0
P4,score_Myeloid_inflammation,random,0.007431888728105497,166.0
P4,tumour_immune_contact,random,-0.7994227994227994,166.0
P4,frac_Tumour,random,0.18614718614718614,167.0
P4,frac_Immune,random,-0.3189033189033189,167.0
P4,score_Estrogen_response,random,0.36045883441239995,167.0
P4,score_Proliferation,random,0.010857664669753868,167.0
P4,score_T_cell_activity,random,0.00610823177908326,167.0
P4,score_Myeloid_inflammation,random,0.0021853129467217652,167.0
P4,tumour_immune_contact,random,-0.8008658008658008,167.0
P4,frac_Tumour,random,0.15873015873015875,168.0
P4,frac_Immune,random,-0.2972582972582973,168.0
P4,score_Estrogen_response,random,0.3554716058654668,168.0
P4,score_Proliferation,random,-0.010049855710242063,168.0
P4,score_T_cell_activity,random,-0.00824254987842458,168.0
P4,score_Myeloid_inflammation,random,0.0023037895916900517,168.0
P4,tumour_immune_contact,random,-0.7922077922077921,168.0
P4,frac_Tumour,random,0.19624819624819625,169.0
P4,frac_Immune,random,-0.2943722943722944,169.0
P4,score_Estrogen_response,random,0.35703268468207955,169.0
P4,score_Proliferation,random,-0.018751227293952028,169.0
P4,score_T_cell_activity,random,0.000780718089277227,169.0
P4,score_Myeloid_inflammation,random,-0.014414438444460033,169.0
P4,tumour_immune_contact,random,-0.7893217893217893,169.0
P4,frac_Tumour,random,0.1500721500721501,170.0
P4,frac_Immune,random,-0.3088023088023088,170.0
P4,score_Estrogen_response,random,0.3334839213134224,170.0
P4,score_Proliferation,random,-0.02800994032945837,170.0
P4,score_T_cell_activity,random,0.0025358607056092377,170.0
P4,score_Myeloid_inflammation,random,-0.028590291133565458,170.0
P4,tumour_immune_contact,random,-0.7806637806637806,170.0
P4,frac_Tumour,random,0.17171717171717174,171.0
P4,frac_Immune,random,-0.2958152958152958,171.0
P4,score_Estrogen_response,random,0.3531790046925371,171.0
P4,score_Proliferation,random,-0.010897969860166945,171.0
P4,score_T_cell_activity,random,0.005853294173865781,171.0
P4,score_Myeloid_inflammation,random,0.003482865486943272,171.0
P4,tumour_immune_contact,random,-0.7792207792207791,171.0
P4,frac_Tumour,random,0.15151515151515152,172.0
P4,frac_Immune,random,-0.28715728715728717,172.0
P4,score_Estrogen_response,random,0.32435418609356026,172.0
P4,score_Proliferation,random,-0.03565225469448805,172.0
P4,score_T_cell_activity,random,0.004149227915950613,172.0
P4,score_Myeloid_inflammation,random,0.00703905874337387,172.0
P4,tumour_immune_contact,random,-0.7748917748917749,172.0
P4,frac_Tumour,random,0.18903318903318903,173.0
P4,frac_Immune,random,-0.3073593073593074,173.0
P4,score_Estrogen_response,random,0.3793805988270157,173.0
P4,score_Proliferation,random,-0.01234014162531778,173.0
P4,score_T_cell_activity,random,-0.007873381238515713,173.0
P4,score_Myeloid_inflammation,random,0.005900712538814745,173.0
P4,tumour_immune_contact,random,-0.7792207792207791,173.0
P4,frac_Tumour,random,0.18181818181818185,174.0
P4,frac_Immune,random,-0.29148629148629146,174.0
P4,score_Estrogen_response,random,0.3323045249711299,174.0
P4,score_Proliferation,random,-0.007474813410926275,174.0
P4,score_T_cell_activity,random,0.0022814056525053295,174.0
P4,score_Myeloid_inflammation,random,-0.0014559089612307952,174.0
P4,tumour_immune_contact,random,-0.7849927849927849,174.0
P4,frac_Tumour,random,0.18326118326118326,175.0
P4,frac_Immune,random,-0.2958152958152958,175.0
P4,score_Estrogen_response,random,0.3084687157456597,175.0
P4,score_Proliferation,random,-0.0007821766362786351,175.0
P4,score_T_cell_activity,random,0.0033244839655022966,175.0
P4,score_Myeloid_inflammation,random,-0.0023475979855870147,175.0
P4,tumour_immune_contact,random,-0.7777777777777777,175.0
P4,frac_Tumour,random,0.15873015873015875,176.0
P4,frac_Immune,random,-0.27705627705627706,176.0
P4,score_Estrogen_response,random,0.30412280974063444,176.0
P4,score_Proliferation,random,-0.01818000201653585,176.0
P4,score_T_cell_activity,random,0.00574226888797772,176.0
P4,score_Myeloid_inflammation,random,0.01064106781574023,176.0
P4,tumour_immune_contact,random,-0.7647907647907648,176.0
P4,frac_Tumour,random,0.19480519480519484,177.0
P4,frac_Immune,random,-0.2972582972582973,177.0
P4,score_Estrogen_response,random,0.3300084196791692,177.0
P4,score_Proliferation,random,-0.016066465796683294,177.0
P4,score_T_cell_activity,random,0.0004941376659727984,177.0
P4,score_Myeloid_inflammation,random,0.0007405154115209395,177.0
P4,tumour_immune_contact,random,-0.7864357864357864,177.0
P4,frac_Tumour,random,0.17171717171717174,178.0
P4,frac_Immune,random,-0.3246753246753247,178.0
P4,score_Estrogen_response,random,0.36186271717508517,178.0
P4,score_Proliferation,random,-0.018340830689797943,178.0
P4,score_T_cell_activity,random,-0.00197896666860529,178.0
P4,score_Myeloid_inflammation,random,-0.0021970594829418787,178.0
P4,tumour_immune_contact,random,-0.7864357864357864,178.0
P4,frac_Tumour,random,0.1645021645021645,179.0
P4,frac_Immune,random,-0.30303030303030304,179.0
P4,score_Estrogen_response,random,0.3079027891648704,179.0
P4,score_Proliferation,random,-0.018155927192329113,179.0
P4,score_T_cell_activity,random,0.004147493593037336,179.0
P4,score_Myeloid_inflammation,random,0.01759513683601277,179.0
P4,tumour_immune_contact,random,-0.7806637806637806,179.0
P4,frac_Tumour,random,0.19913419913419914,180.0
P4,frac_Immune,random,-0.3015873015873016,180.0
P4,score_Estrogen_response,random,0.34213129200537046,180.0
P4,score_Proliferation,random,-0.0056187755716451725,180.0
P4,score_T_cell_activity,random,-0.001238374074245961,180.0
P4,score_Myeloid_inflammation,random,-0.007779903021125394,180.0
P4,tumour_immune_contact,random,-0.7922077922077921,180.0
P4,frac_Tumour,random,0.17171717171717174,181.0
P4,frac_Immune,random,-0.27849927849927847,181.0
P4,score_Estrogen_response,random,0.3519620860680526,181.0
P4,score_Proliferation,random,-0.009976656916168355,181.0
P4,score_T_cell_activity,random,-0.0033081421874794144,181.0
P4,score_Myeloid_inflammation,random,0.010139442429736273,181.0
P4,tumour_immune_contact,random,-0.7734487734487734,181.0
P4,frac_Tumour,random,0.18614718614718614,182.0
P4,frac_Immune,random,-0.30014430014430016,182.0
P4,score_Estrogen_response,random,0.3453959086669459,182.0
P4,score_Proliferation,random,-0.002268736502703336,182.0
P4,score_T_cell_activity,random,0.0005294158610582196,182.0
P4,score_Myeloid_inflammation,random,-0.030224718548844034,182.0
P4,tumour_immune_contact,random,-0.7893217893217893,182.0
P4,frac_Tumour,random,0.18614718614718614,183.0
P4,frac_Immune,random,-0.29148629148629146,183.0
P4,score_Estrogen_response,random,0.33169124045169157,183.0
P4,score_Proliferation,random,-0.006298050138903743,183.0
P4,score_T_cell_activity,random,-0.006339328203281719,183.0
P4,score_Myeloid_inflammation,random,0.0001833973377936074,183.0
P4,tumour_immune_contact,random,-0.7720057720057719,183.0
P4,frac_Tumour,random,0.17893217893217897,184.0
P4,frac_Immune,random,-0.2987012987012987,184.0
P4,score_Estrogen_response,random,0.3254151300159109,184.0
P4,score_Proliferation,random,-0.02143335837604012,184.0
P4,score_T_cell_activity,random,0.0024781577604231653,184.0
P4,score_Myeloid_inflammation,random,-0.007834367677031502,184.0
P4,tumour_immune_contact,random,-0.7936507936507936,184.0
P4,frac_Tumour,random,0.2049062049062049,185.0
P4,frac_Immune,random,-0.3059163059163059,185.0
P4,score_Estrogen_response,random,0.3460626036732004,185.0
P4,score_Proliferation,random,-0.018772456201982007,185.0
P4,score_T_cell_activity,random,0.0009847130598816492,185.0
P4,score_Myeloid_inflammation,random,-0.015399272014426747,185.0
P4,tumour_immune_contact,random,-0.8066378066378066,185.0
P4,frac_Tumour,random,0.17460317460317462,186.0
P4,frac_Immune,random,-0.28715728715728717,186.0
P4,score_Estrogen_response,random,0.3656487439241435,186.0
P4,score_Proliferation,random,-0.01724422814174998,186.0
P4,score_T_cell_activity,random,0.004298758065002571,186.0
P4,score_Myeloid_inflammation,random,-0.005213346405296585,186.0
P4,tumour_immune_contact,random,-0.7777777777777777,186.0
P4,frac_Tumour,random,0.17604617604617603,187.0
P4,frac_Immune,random,-0.3059163059163059,187.0
P4,score_Estrogen_response,random,0.3431770259308555,187.0
P4,score_Proliferation,random,-0.008886734093825947,187.0
P4,score_T_cell_activity,random,-0.004260863495603307,187.0
P4,score_Myeloid_inflammation,random,0.0051043408064409615,187.0
P4,tumour_immune_contact,random,-0.7936507936507936,187.0
P4,frac_Tumour,random,0.2265512265512266,188.0
P4,frac_Immune,random,-0.2943722943722944,188.0
P4,score_Estrogen_response,random,0.36667997496104665,188.0
P4,score_Proliferation,random,-0.007666102001347122,188.0
P4,score_T_cell_activity,random,0.008119604379627833,188.0
P4,score_Myeloid_inflammation,random,-0.021200009053696192,188.0
P4,tumour_immune_contact,random,-0.7676767676767676,188.0
P4,frac_Tumour,random,0.1774891774891775,189.0
P4,frac_Immune,random,-0.31024531024531027,189.0
P4,score_Estrogen_response,random,0.32046237420736556,189.0
P4,score_Proliferation,random,-0.010447396625980291,189.0
P4,score_T_cell_activity,random,-0.006616303954216114,189.0
P4,score_Myeloid_inflammation,random,-0.003688383309976225,189.0
P4,tumour_immune_contact,random,-0.7849927849927849,189.0
P4,frac_Tumour,random,0.1673881673881674,190.0
P4,frac_Immune,random,-0.30447330447330445,190.0
P4,score_Estrogen_response,random,0.35700858384213124,190.0
P4,score_Proliferation,random,-0.024772729682120433,190.0
P4,score_T_cell_activity,random,-0.002584193843001745,190.0
P4,score_Myeloid_inflammation,random,-0.005838647739152391,190.0
P4,tumour_immune_contact,random,-0.7936507936507936,190.0
P4,frac_Tumour,random,0.18470418470418473,191.0
P4,frac_Immune,random,-0.2972582972582973,191.0
P4,score_Estrogen_response,random,0.3262992433922118,191.0
P4,score_Proliferation,random,-0.022556946524854866,191.0
P4,score_T_cell_activity,random,-0.0034020439321729504,191.0
P4,score_Myeloid_inflammation,random,0.015608148361044412,191.0
P4,tumour_immune_contact,random,-0.7864357864357864,191.0
P4,frac_Tumour,random,0.15728715728715728,192.0
P4,frac_Immune,random,-0.2958152958152958,192.0
P4,score_Estrogen_response,random,0.34253525952582387,192.0
P4,score_Proliferation,random,-0.016537181867502505,192.0
P4,score_T_cell_activity,random,-0.00039021893015960614,192.0
P4,score_Myeloid_inflammation,random,0.02437963577118353,192.0
P4,tumour_immune_contact,random,-0.7662337662337662,192.0
P4,frac_Tumour,random,0.1774891774891775,193.0
P4,frac_Immune,random,-0.30014430014430016,193.0
P4,score_Estrogen_response,random,0.36570151636403175,193.0
P4,score_Proliferation,random,-0.017474505083608625,193.0
P4,score_T_cell_activity,random,-2.7314995494537786e-05,193.0
P4,score_Myeloid_inflammation,random,-0.005613547281021272,193.0
P4,tumour_immune_contact,random,-0.7893217893217893,193.0
P4,frac_Tumour,random,0.17171717171717174,194.0
P4,frac_Immune,random,-0.2987012987012987,194.0
P4,score_Estrogen_response,random,0.3535684148186556,194.0
P4,score_Proliferation,random,-0.006555754864422479,194.0
P4,score_T_cell_activity,random,0.0010912778259879912,194.0
P4,score_Myeloid_inflammation,random,-0.008864785654382066,194.0
P4,tumour_immune_contact,random,-0.7720057720057719,194.0
P4,frac_Tumour,random,0.18903318903318903,195.0
P4,frac_Immune,random,-0.29292929292929293,195.0
P4,score_Estrogen_response,random,0.3366844020269126,195.0
P4,score_Proliferation,random,-0.015468258637637839,195.0
P4,score_T_cell_activity,random,0.0029793712684285786,195.0
P4,score_Myeloid_inflammation,random,-0.0024157050236905814,195.0
P4,tumour_immune_contact,random,-0.7720057720057719,195.0
P4,frac_Tumour,random,0.1673881673881674,196.0
P4,frac_Immune,random,-0.3088023088023088,196.0
P4,score_Estrogen_response,random,0.33137139404600385,196.0
P4,score_Proliferation,random,-0.013872754263695625,196.0
P4,score_T_cell_activity,random,0.005855643676902562,196.0
P4,score_Myeloid_inflammation,random,-0.0019284931243503042,196.0
P4,tumour_immune_contact,random,-0.7936507936507936,196.0
P4,frac_Tumour,random,0.18181818181818185,197.0
P4,frac_Immune,random,-0.27705627705627706,197.0
P4,score_Estrogen_response,random,0.32360056732099746,197.0
P4,score_Proliferation,random,-0.013890174911535028,197.0
P4,score_T_cell_activity,random,0.005991450993528783,197.0
P4,score_Myeloid_inflammation,random,-0.007642618795598088,197.0
P4,tumour_immune_contact,random,-0.7936507936507936,197.0
P4,frac_Tumour,random,0.2005772005772006,198.0
P4,frac_Immune,random,-0.32323232323232326,198.0
P4,score_Estrogen_response,random,0.378963615510515,198.0
P4,score_Proliferation,random,-0.023052359398046767,198.0
P4,score_T_cell_activity,random,0.0012282560535955749,198.0
P4,score_Myeloid_inflammation,random,-0.01355233300700193,198.0
P4,tumour_immune_contact,random,-0.7936507936507936,198.0
P4,frac_Tumour,random,0.17604617604617603,199.0
P4,frac_Immune,random,-0.31313131313131315,199.0
P4,score_Estrogen_response,random,0.3761020615502604,199.0
P4,score_Proliferation,random,-0.013949324340546517,199.0
P4,score_T_cell_activity,random,-0.0010168693816280834,199.0
P4,score_Myeloid_inflammation,random,-0.002902883069820686,199.0
P4,tumour_immune_contact,random,-0.7864357864357864,199.0
P4,frac_Tumour,contiguous,0.26695526695526695,0.0
P4,frac_Immune,contiguous,-0.4083694083694084,0.0
P4,score_Estrogen_response,contiguous,0.34782905793781466,0.0
P4,score_Proliferation,contiguous,-0.0024551996928672817,0.0
P4,score_T_cell_activity,contiguous,-0.0001351896735136977,0.0
P4,score_Myeloid_inflammation,contiguous,0.044171539603802025,0.0
P4,tumour_immune_contact,contiguous,-0.8297258297258296,0.0
P4,frac_Tumour,contiguous,-0.014430014430014432,1.0
P4,frac_Immune,contiguous,-0.10822510822510822,1.0
P4,score_Estrogen_response,contiguous,0.32849854308642096,1.0
P4,score_Proliferation,contiguous,-0.06285875148637016,1.0
P4,score_T_cell_activity,contiguous,0.017782865685451777,1.0
P4,score_Myeloid_inflammation,contiguous,0.06923456237725609,1.0
P4,tumour_immune_contact,contiguous,-0.32611832611832603,1.0
P4,frac_Tumour,contiguous,-0.09668109668109667,2.0
P4,frac_Immune,contiguous,-0.10678210678210681,2.0
P4,score_Estrogen_response,contiguous,0.25143909604411585,2.0
P4,score_Proliferation,contiguous,-0.0612347908312908,2.0
P4,score_T_cell_activity,contiguous,0.02069986716000377,2.0
P4,score_Myeloid_inflammation,contiguous,0.07168352929308164,2.0
P4,tumour_immune_contact,contiguous,-0.32034632034632027,2.0
P4,frac_Tumour,contiguous,-0.09523809523809523,3.0
P4,frac_Immune,contiguous,-0.07503607503607507,3.0
P4,score_Estrogen_response,contiguous,0.19846063830769556,3.0
P4,score_Proliferation,contiguous,-0.056303801787782666,3.0
P4,score_T_cell_activity,contiguous,0.026681268689157104,3.0
P4,score_Myeloid_inflammation,contiguous,0.08174722090445449,3.0
P4,tumour_immune_contact,contiguous,-0.29004329004329,3.0
P4,frac_Tumour,contiguous,0.20779220779220778,4.0
P4,frac_Immune,contiguous,-0.35064935064935066,4.0
P4,score_Estrogen_response,contiguous,0.47194671984980824,4.0
P4,score_Proliferation,contiguous,0.00940044389948967,4.0
P4,score_T_cell_activity,contiguous,-0.012760592131857287,4.0
P4,score_Myeloid_inflammation,contiguous,-0.04675435385145642,4.0
P4,tumour_immune_contact,contiguous,-0.7243867243867244,4.0
P4,frac_Tumour,contiguous,0.4112554112554113,5.0
P4,frac_Immune,contiguous,-0.4098124098124098,5.0
P4,score_Estrogen_response,contiguous,0.4469098538169099,5.0
P4,score_Proliferation,contiguous,0.04138206996351899,5.0
P4,score_T_cell_activity,contiguous,-0.01907551154672968,5.0
P4,score_Myeloid_inflammation,contiguous,-0.10023615165254737,5.0
P4,tumour_immune_contact,contiguous,-0.8326118326118326,5.0
P4,frac_Tumour,contiguous,0.3362193362193362,6.0
P4,frac_Immune,contiguous,-0.4098124098124098,6.0
P4,score_Estrogen_response,contiguous,0.33114794119175833,6.0
P4,score_Proliferation,contiguous,0.01439725356843068,6.0
P4,score_T_cell_activity,contiguous,-0.012504671640902734,6.0
P4,score_Myeloid_inflammation,contiguous,-0.07256689394919207,6.0
P4,tumour_immune_contact,contiguous,-0.8354978354978354,6.0
P4,frac_Tumour,contiguous,0.06782106782106784,7.0
P4,frac_Immune,contiguous,-0.2380952380952381,7.0
P4,score_Estrogen_response,contiguous,0.4338823382064338,7.0
P4,score_Proliferation,contiguous,-0.050533990567351035,7.0
P4,score_T_cell_activity,contiguous,0.0040702480944019995,7.0
P4,score_Myeloid_inflammation,contiguous,0.016815022787910583,7.0
P4,tumour_immune_contact,contiguous,-0.4819624819624819,7.0
P4,frac_Tumour,contiguous,-0.04473304473304472,9.0
P4,frac_Immune,contiguous,-0.20057720057720058,9.0
P4,score_Estrogen_response,contiguous,0.3360349336988955,9.0
P4,score_Proliferation,contiguous,-0.042716145998538055,9.0
P4,score_T_cell_activity,contiguous,0.006301839940337099,9.0
P4,score_Myeloid_inflammation,contiguous,0.028809058459652967,9.0
P4,tumour_immune_contact,contiguous,-0.4343434343434343,9.0
P4,frac_Tumour,contiguous,0.4502164502164503,10.0
P4,frac_Immune,contiguous,-0.4098124098124098,10.0
P4,score_Estrogen_response,contiguous,0.5460972059692647,10.0
P4,score_Proliferation,contiguous,0.04062777787227254,10.0
P4,score_T_cell_activity,contiguous,-0.021394021257538327,10.0
P4,score_Myeloid_inflammation,contiguous,-0.12507522609743452,10.0
P4,tumour_immune_contact,contiguous,-0.8326118326118326,10.0
P4,frac_Tumour,contiguous,-0.033189033189033185,11.0
P4,frac_Immune,contiguous,0.047619047619047616,11.0
P4,score_Estrogen_response,contiguous,0.17405382051500318,11.0
P4,score_Proliferation,contiguous,-0.06099504894216756,11.0
P4,score_T_cell_activity,contiguous,0.03542613722925877,11.0
P4,score_Myeloid_inflammation,contiguous,0.131134169745405,11.0
P4,tumour_immune_contact,contiguous,-0.16017316017316008,11.0
P4,frac_Tumour,contiguous,0.3607503607503608,12.0
P4,frac_Immune,contiguous,-0.4098124098124098,12.0
P4,score_Estrogen_response,contiguous,0.4250552940641885,12.0
P4,score_Proliferation,contiguous,0.027254254741550205,12.0
P4,score_T_cell_activity,contiguous,-0.014013631869992603,12.0
P4,score_Myeloid_inflammation,contiguous,-0.05945166904622326,12.0
P4,tumour_immune_contact,contiguous,-0.8354978354978354,12.0
P4,frac_Tumour,contiguous,0.39249639249639257,13.0
P4,frac_Immune,contiguous,-0.3708513708513709,13.0
P4,score_Estrogen_response,contiguous,0.6202175878437912,13.0
P4,score_Proliferation,contiguous,0.0031454911850766227,13.0
P4,score_T_cell_activity,contiguous,-0.01935712123200935,13.0
P4,score_Myeloid_inflammation,contiguous,-0.08424204900305787,13.0
P4,tumour_immune_contact,contiguous,-0.7243867243867244,13.0
P4,frac_Tumour,contiguous,0.2943722943722944,14.0
P4,frac_Immune,contiguous,-0.41125541125541126,14.0
P4,score_Estrogen_response,contiguous,0.5090179806737375,14.0
P4,score_Proliferation,contiguous,0.029952523759881562,14.0
P4,score_T_cell_activity,contiguous,-0.015866844401327435,14.0
P4,score_Myeloid_inflammation,contiguous,-0.08087520288713927,14.0
P4,tumour_immune_contact,contiguous,-0.8383838383838383,14.0
P4,frac_Tumour,contiguous,0.36363636363636365,15.0
P4,frac_Immune,contiguous,-0.37373737373737376,15.0
P4,score_Estrogen_response,contiguous,0.6017674619567401,15.0
P4,score_Proliferation,contiguous,0.015683221280345782,15.0
P4,score_T_cell_activity,contiguous,-0.016290118341988825,15.0
P4,score_Myeloid_inflammation,contiguous,-0.09225438557595386,15.0
P4,tumour_immune_contact,contiguous,-0.7316017316017316,15.0
P4,frac_Tumour,contiguous,0.18181818181818185,16.0
P4,frac_Immune,contiguous,-0.4069264069264069,16.0
P4,score_Estrogen_response,contiguous,0.15984717864928344,16.0
P4,score_Proliferation,contiguous,-0.01802820999266687,16.0
P4,score_T_cell_activity,contiguous,0.009983041501691292,16.0
P4,score_Myeloid_inflammation,contiguous,0.07145758841674948,16.0
P4,tumour_immune_contact,contiguous,-0.8210678210678211,16.0
P4,frac_Tumour,contiguous,0.49350649350649356,17.0
P4,frac_Immune,contiguous,-0.4098124098124098,17.0
P4,score_Estrogen_response,contiguous,0.6954415354328781,17.0
P4,score_Proliferation,contiguous,0.0347949271151891,17.0
P4,score_T_cell_activity,contiguous,-0.021271836359808657,17.0
P4,score_Myeloid_inflammation,contiguous,-0.13606004106721337,17.0
P4,tumour_immune_contact,contiguous,-0.8354978354978354,17.0
P4,frac_Tumour,contiguous,0.03607503607503609,18.0
P4,frac_Immune,contiguous,-0.215007215007215,18.0
P4,score_Estrogen_response,contiguous,0.3652451883594284,18.0
P4,score_Proliferation,contiguous,-0.048898902309508274,18.0
P4,score_T_cell_activity,contiguous,0.00542856439716454,18.0
P4,score_Myeloid_inflammation,contiguous,0.005551618615247979,18.0
P4,tumour_immune_contact,contiguous,-0.4733044733044733,18.0
P4,frac_Tumour,contiguous,0.06926406926406928,19.0
P4,frac_Immune,contiguous,-0.4083694083694084,19.0
P4,score_Estrogen_response,contiguous,-0.01619039856722229,19.0
P4,score_Proliferation,contiguous,-0.020284850100956358,19.0
