,Immune,Mixed,Tumour
Immune,20.506671590452918,-9.744209263107367,-0.5665987873286694
Mixed,-9.744209263107367,8.474726208470354,-15.473323853744873
Tumour,-0.5665987873286694,-15.473323853744873,27.966552571245554
