sample,marker,state,hotspot_delta
HCC22-088-P5-S2,ACTA2,T_cells,0.0032881625419509146
HCC22-088-P5-S2,ACTA2,B_cells,0.005605219942452527
HCC22-088-P5-S2,ACTA2,myeloid,0.008290106487606357
HCC22-088-P5-S2,ACTA2,fibroblast,-0.08469682550202551
HCC22-088-P5-S2,ACTA2,endothelial,-0.0034554316734825355
HCC22-088-P5-S2,ACTA2,epithelial_tumour,0.07654409148823588
HCC22-088-P6-S1,ACTA2,T_cells,0.0004394794388422091
HCC22-088-P6-S1,ACTA2,B_cells,0.0035769105499445838
HCC22-088-P6-S1,ACTA2,myeloid,0.0035305647229805434
HCC22-088-P6-S1,ACTA2,fibroblast,-0.04999952850847622
HCC22-088-P6-S1,ACTA2,endothelial,0.01563569363800668
HCC22-088-P6-S1,ACTA2,epithelial_tumour,0.03136233470415672
HCC22-088-P6-S2_D,ACTA2,T_cells,8.748955884964847e-05
HCC22-088-P6-S2_D,ACTA2,B_cells,-0.003730944683923945
HCC22-088-P6-S2_D,ACTA2,myeloid,0.032487306916816755
HCC22-088-P6-S2_D,ACTA2,fibroblast,-0.012121009446114162
HCC22-088-P6-S2_D,ACTA2,endothelial,-0.00040614286546511447
HCC22-088-P6-S2_D,ACTA2,epithelial_tumour,-0.010712278287582994
HCC22-088-P1-S1,VIM,T_cells,-0.01898865213287762
HCC22-088-P1-S1,VIM,B_cells,-0.02688436330526244
HCC22-088-P1-S1,VIM,myeloid,-0.07335108465380889
HCC22-088-P1-S1,VIM,fibroblast,0.05062494060346501
HCC22-088-P1-S1,VIM,endothelial,0.030975473861722003
HCC22-088-P1-S1,VIM,epithelial_tumour,-0.022617278228659672
HCC22-088-P1-S2,VIM,T_cells,-0.001626297931299479
HCC22-088-P1-S2,VIM,B_cells,-0.0014039731028528974
HCC22-088-P1-S2,VIM,myeloid,-0.04429680227948819
HCC22-088-P1-S2,VIM,fibroblast,-0.0237642893829747
HCC22-088-P1-S2,VIM,endothelial,-0.003984899245462081
HCC22-088-P1-S2,VIM,epithelial_tumour,0.08606315974293322
HCC22-088-P2-S1,VIM,T_cells,0.001402829415838129
HCC22-088-P2-S1,VIM,B_cells,0.017225154162132737
HCC22-088-P2-S1,VIM,myeloid,-0.04521308615561517
HCC22-088-P2-S1,VIM,fibroblast,-0.06289650651554657
HCC22-088-P2-S1,VIM,endothelial,0.001408105591955762
HCC22-088-P2-S1,VIM,epithelial_tumour,0.0900151931441482
HCC22-088-P2-S2,VIM,T_cells,-0.0022473684878836463
HCC22-088-P2-S2,VIM,B_cells,0.013952160585308068
HCC22-088-P2-S2,VIM,myeloid,-0.06121460604133863
HCC22-088-P2-S2,VIM,fibroblast,-0.07579082386089186
HCC22-088-P2-S2,VIM,endothelial,-0.003130162835197875
HCC22-088-P2-S2,VIM,epithelial_tumour,0.12843888971499431
HCC22-088-P3-S1_A,VIM,T_cells,-0.005908507188416066
HCC22-088-P3-S1_A,VIM,B_cells,0.038036779843826904
HCC22-088-P3-S1_A,VIM,myeloid,0.05165212364341233
HCC22-088-P3-S1_A,VIM,fibroblast,-0.06239433684666296
HCC22-088-P3-S1_A,VIM,endothelial,-0.056205229585409106
HCC22-088-P3-S1_A,VIM,epithelial_tumour,0.04440383466999008
HCC22-088-P3-S2,VIM,T_cells,-0.003942024242795572
HCC22-088-P3-S2,VIM,B_cells,-0.01565704650896349
HCC22-088-P3-S2,VIM,myeloid,0.011373768388830918
HCC22-088-P3-S2,VIM,fibroblast,0.01654672072147989
HCC22-088-P3-S2,VIM,endothelial,0.021119305769248198
HCC22-088-P3-S2,VIM,epithelial_tumour,-0.042531528690143774
HCC22-088-P4-S1,VIM,T_cells,0.004503049720830609
HCC22-088-P4-S1,VIM,B_cells,-0.00797053136177945
HCC22-088-P4-S1,VIM,myeloid,0.012285254286362277
HCC22-088-P4-S1,VIM,fibroblast,-0.02067896368874489
HCC22-088-P4-S1,VIM,endothelial,0.007775374396360047
HCC22-088-P4-S1,VIM,epithelial_tumour,0.017547355108509813
HCC22-088-P4-S2,VIM,T_cells,0.001333544472393788
HCC22-088-P4-S2,VIM,B_cells,-0.0016299594773747338
HCC22-088-P4-S2,VIM,myeloid,-0.006548874839809274
HCC22-088-P4-S2,VIM,fibroblast,-0.025576255616978738
HCC22-088-P4-S2,VIM,endothelial,-0.014857518807511613
HCC22-088-P4-S2,VIM,epithelial_tumour,0.057110524943437935
HCC22-088-P5-S1,VIM,T_cells,-0.0015333323624417807
HCC22-088-P5-S1,VIM,B_cells,-0.0013544440229065965
HCC22-088-P5-S1,VIM,myeloid,0.0019925592936381603
HCC22-088-P5-S1,VIM,fibroblast,-0.033303621671068706
HCC22-088-P5-S1,VIM,endothelial,-0.012507767017009688
HCC22-088-P5-S1,VIM,epithelial_tumour,0.07982058027397246
HCC22-088-P5-S2,VIM,T_cells,0.0013801110028879102
HCC22-088-P5-S2,VIM,B_cells,0.004550745343204023
HCC22-088-P5-S2,VIM,myeloid,0.008401877796724792
HCC22-088-P5-S2,VIM,fibroblast,-0.06450583697803247
HCC22-088-P5-S2,VIM,endothelial,0.0042484070495671725
HCC22-088-P5-S2,VIM,epithelial_tumour,0.05150001907038623
HCC22-088-P6-S1,VIM,T_cells,8.62415604762543e-05
HCC22-088-P6-S1,VIM,B_cells,-0.00380356902175495
HCC22-088-P6-S1,VIM,myeloid,0.02994764268163399
HCC22-088-P6-S1,VIM,fibroblast,-0.06951520183940652
HCC22-088-P6-S1,VIM,endothelial,0.031102080537630986
HCC22-088-P6-S1,VIM,epithelial_tumour,0.0167282606268747
HCC22-088-P6-S2_D,VIM,T_cells,0.0015491739233243714
HCC22-088-P6-S2_D,VIM,B_cells,-0.0005996777812136977
HCC22-088-P6-S2_D,VIM,myeloid,0.022930480157584587
HCC22-088-P6-S2_D,VIM,fibroblast,0.012051951540573147
HCC22-088-P6-S2_D,VIM,endothelial,-0.01812232651904673
HCC22-088-P6-S2_D,VIM,epithelial_tumour,0.007931864823154236
HCC22-088-P1-S1,PCNA,T_cells,-0.003221626902059859
HCC22-088-P1-S1,PCNA,B_cells,-0.005009923678488064
HCC22-088-P1-S1,PCNA,myeloid,0.007127351572325635
HCC22-088-P1-S1,PCNA,fibroblast,-0.02503333198858293
HCC22-088-P1-S1,PCNA,endothelial,0.005344114749535264
HCC22-088-P1-S1,PCNA,epithelial_tumour,0.0007130949621294083
HCC22-088-P1-S2,PCNA,T_cells,0.0017977552727584615
HCC22-088-P1-S2,PCNA,B_cells,0.002797215265695511
HCC22-088-P1-S2,PCNA,myeloid,-0.027086177512853193
HCC22-088-P1-S2,PCNA,fibroblast,-0.048499215626699455
HCC22-088-P1-S2,PCNA,endothelial,-0.001557709069133481
HCC22-088-P1-S2,PCNA,epithelial_tumour,0.0813382833701426
HCC22-088-P2-S1,PCNA,T_cells,-7.585420637302043e-05
HCC22-088-P2-S1,PCNA,B_cells,-0.00858019464348126
HCC22-088-P2-S1,PCNA,myeloid,0.032793655971980445
HCC22-088-P2-S1,PCNA,fibroblast,0.04248365706102508
HCC22-088-P2-S1,PCNA,endothelial,-0.005975818453197786
HCC22-088-P2-S1,PCNA,epithelial_tumour,-0.04325725448471136
HCC22-088-P2-S2,PCNA,T_cells,0.0015916524110087442
HCC22-088-P2-S2,PCNA,B_cells,-0.0007386609829559791
HCC22-088-P2-S2,PCNA,myeloid,0.028229063509630864
HCC22-088-P2-S2,PCNA,fibroblast,0.025079951784477417
HCC22-088-P2-S2,PCNA,endothelial,0.002440011979477734
HCC22-088-P2-S2,PCNA,epithelial_tumour,-0.04758365174313105
HCC22-088-P3-S1_A,PCNA,T_cells,-0.0001404189275858378
HCC22-088-P3-S1_A,PCNA,B_cells,-0.002446018967415739
HCC22-088-P3-S1_A,PCNA,myeloid,-0.025249252205363434
HCC22-088-P3-S1_A,PCNA,fibroblast,-0.00028712263296304386
HCC22-088-P3-S1_A,PCNA,endothelial,0.009768967847367083
HCC22-088-P3-S1_A,PCNA,epithelial_tumour,0.015219811719978854
HCC22-088-P3-S2,PCNA,T_cells,-0.0016043594861208706
HCC22-088-P3-S2,PCNA,B_cells,-0.0046882910419709795
HCC22-088-P3-S2,PCNA,myeloid,-0.00203093345427989
HCC22-088-P3-S2,PCNA,fibroblast,-0.015542183903892837
HCC22-088-P3-S2,PCNA,endothelial,0.010689658388344618
HCC22-088-P3-S2,PCNA,epithelial_tumour,-0.01894390819479322
HCC22-088-P4-S1,PCNA,T_cells,0.010753362500888973
HCC22-088-P4-S1,PCNA,B_cells,-0.0007553925031630864
HCC22-088-P4-S1,PCNA,myeloid,0.0352527876870285
HCC22-088-P4-S1,PCNA,fibroblast,-0.040438123641229784
HCC22-088-P4-S1,PCNA,endothelial,0.011027609330390192
HCC22-088-P4-S1,PCNA,epithelial_tumour,-0.010082128656262512
HCC22-088-P4-S2,PCNA,T_cells,0.003908371926365619
HCC22-088-P4-S2,PCNA,B_cells,0.008157535796655638
HCC22-088-P4-S2,PCNA,myeloid,0.01584933007679136
HCC22-088-P4-S2,PCNA,fibroblast,-0.013872158269179868
HCC22-088-P4-S2,PCNA,endothelial,0.0019837920333845294
HCC22-088-P4-S2,PCNA,epithelial_tumour,-0.019675717204523574
HCC22-088-P5-S1,PCNA,T_cells,0.0036271326741802584
HCC22-088-P5-S1,PCNA,B_cells,0.0004810251258156595
HCC22-088-P5-S1,PCNA,myeloid,-0.009067860677039234
HCC22-088-P5-S1,PCNA,fibroblast,0.020003234249442725
HCC22-088-P5-S1,PCNA,endothelial,0.020494746690087627
HCC22-088-P5-S1,PCNA,epithelial_tumour,-0.10259514661452417
HCC22-088-P5-S2,PCNA,T_cells,0.0009922513455489978
HCC22-088-P5-S2,PCNA,B_cells,-0.008233037519099692
HCC22-088-P5-S2,PCNA,myeloid,-0.013422069521399634
HCC22-088-P5-S2,PCNA,fibroblast,0.04837963513031873
HCC22-088-P5-S2,PCNA,endothelial,0.015472836640309531
HCC22-088-P5-S2,PCNA,epithelial_tumour,-0.06280414535662698
HCC22-088-P6-S1,PCNA,T_cells,-0.0008082474935923348
HCC22-088-P6-S1,PCNA,B_cells,0.009473787129021978
HCC22-088-P6-S1,PCNA,myeloid,-0.03707132574134035
HCC22-088-P6-S1,PCNA,fibroblast,-0.0028109422089590552
HCC22-088-P6-S1,PCNA,endothelial,0.011346402224532467
HCC22-088-P6-S1,PCNA,epithelial_tumour,0.006356812576823696
HCC22-088-P6-S2_D,PCNA,T_cells,-0.0008878742189253452
HCC22-088-P6-S2_D,PCNA,B_cells,-0.0028111729313550233
HCC22-088-P6-S2_D,PCNA,myeloid,-0.004920320087949043
HCC22-088-P6-S2_D,PCNA,fibroblast,-0.03551524955807506
HCC22-088-P6-S2_D,PCNA,endothelial,0.02014608786991523
HCC22-088-P6-S2_D,PCNA,epithelial_tumour,0.0005061074108199774
