,Immune,Mixed,Stroma,Tumour
Immune,6.083092052664966,-4.992689623076162,0.16404317032011803,-11.103323766461143
Mixed,-4.992689623076162,14.160182632228679,-4.070721039435484,-9.939628084270414
Stroma,0.16404317032011803,-4.070721039435484,17.129587553386795,-8.454711523719665
Tumour,-11.103323766461143,-9.939628084270414,-8.454711523719665,23.716622619550765
