gene,mean,median,I_Q25,count
PCDHA13,0.01616535528183794,-0.0015358025225772735,,13
HIST3H2BB,0.01616527611303925,0.0100098394323004,-0.0037117531332059436,14
TSEN34,0.016165239432204194,0.011442163507562468,,13
PSMB6,0.01616511891712733,0.005113043473306003,-0.004351792567379421,14
PHF6,0.01615884803758805,0.01642293622961348,0.0033296755746798088,14
ZNF572,0.01615871631492357,0.0004809875710532791,-0.0035951436992332775,14
EFNB1,0.016158331249463097,0.0030201673792021573,-0.0020601189473753215,14
UIMC1,0.016155354320152047,0.014004548558024306,0.001160077729289037,14
NKAPD1,0.016153201067311548,0.009572626053690185,0.005242530575355754,14
BCL2L13,0.016152677296928576,0.012000866032226009,0.002837687333915264,14
KIAA2013,0.016148477256214114,0.01826146580540454,0.009731700450866156,14
PAK6,0.016145120199164465,0.010361963583451261,,13
DRG2,0.016144271599739215,0.011446420782207083,0.0026874293333019285,14
HACE1,0.016135864517578962,0.007789257147962676,-0.0013117771452093824,14
PRICKLE3,0.016135570033367703,0.00834824420525114,-0.002217820652790879,14
USE1,0.016123137341142565,0.010879716973011544,0.00604249010429512,14
ZFYVE27,0.016118161857824796,0.01121690525692498,0.000868835222987859,14
VPS33A,0.016116702312748164,0.013730803611011482,-0.007789413470985452,14
TMEM242,0.016113878324125856,0.014176504305074271,0.00434455761099719,14
INPP5D,0.01610916665283613,0.010025205900100791,-0.006446669228703093,14
STK26,0.016107265678024726,0.011721015153013421,-0.0034731880339195368,14
MUCL3,0.01610573433441716,-0.0019504780049778639,,12
ELSPBP1,0.01610544990955753,-0.0023060759631862407,,13
MALT1,0.016104493619269265,0.003644304685008507,-0.0015508675003869019,14
SYT11,0.016100175597833322,0.010072174043783064,-0.003678525646480221,14
SPTBN4,0.016096384531778224,0.01115911607460154,-0.002661053087476154,14
SMIM12,0.016095067424234798,0.01112381042015869,0.004512659009951061,14
PLD4,0.016094932778896606,-0.00042669976369183135,-0.006271861859426753,14
GTF2H4,0.01608946779215676,0.008858011300028383,-0.0020693983960293604,14
XYLT2,0.01608413813331169,0.00507951643017486,-0.005531136053845159,14
TMEM120A,0.01608354283798973,0.015342108670990125,0.005208389192153572,14
ENO4,0.01607864441931911,-0.0017553015005309757,-0.004669181982644773,14
SPART,0.016077455439683353,0.020464372087377922,0.01222264976968758,14
TXNRD3,0.01607442454678025,0.010950572255963232,-0.0019826369522042858,14
TADA2B,0.016074072381184235,0.017739338997606373,-0.004430522089482941,14
SELP,0.016069487475229325,0.006421472904975919,,13
RFX7,0.016067509340222438,0.0022270641065649808,-0.00532456188630624,14
SARS,0.016064034601826562,0.005710338110599026,-0.0020381736648323904,14
SGSM3,0.016063023060061184,0.017687843564874163,0.0019654828346006336,14
RNASE11,0.016060734804814823,-0.0022910452091331928,,12
ZNF330,0.016058442754728293,0.019280536930350832,-0.008169888788572255,14
MOSPD1,0.01605323678564212,0.014983771806061325,-0.0024930029919535846,14
NFU1,0.016052005437555642,0.01814430668616633,0.004730044379354903,14
ANKRD29,0.016048462206256487,0.030462730293117246,0.0012551608283510771,14
ZNF131,0.01604226032507474,0.002347757249191039,-0.009189798411954159,14
SAA4,0.0160374371448672,0.0004653181923356441,,13
RAMP2,0.016033770875331876,0.009618788716477936,0.0007011149324062753,14
PPM1F,0.0160306955300121,0.011520938334236668,0.00498250987392205,14
CCRL2,0.016029095439530208,0.016163789675850252,-0.0012090304790414155,14
ACAT2,0.01602532574742702,0.008718761166929066,0.0018943082721791344,14
ARID3B,0.01601840741842222,0.01341161187323494,-0.0023285434237212427,14
MTRF1,0.01601786347101311,0.0125657360201759,-0.0011103172271900762,14
SIRT7,0.01601259249918328,0.011889115689605056,0.004088926384324884,14
THAP4,0.016010332068339992,0.013629005723067914,0.0013536232741704578,14
KBTBD12,0.01600348639232826,-0.000915904430238308,,12
WBP2,0.016002477872301007,0.0049538604591743245,0.0011807848821961454,14
RPGRIP1L,0.015988601733148925,0.013754107712655084,-0.00026196484981117277,14
MAP3K21,0.0159803434237476,0.007367616661161663,-0.0062800442924111355,14
MTFR1L,0.01597837256274259,0.02295987250228852,0.005311946332732466,14
HERC1,0.01597126743414051,0.0040795082669922746,-0.005847370072420647,14
TMEM200B,0.015968128031383328,0.013550211554259669,-0.0006950677633001338,14
RIPOR1,0.015965620230339723,0.01169187036822783,-0.00018032724640369572,14
TPST2,0.01596083010225471,0.019914508783575594,-0.0001332959848232677,14
KIF20B,0.015958388173608316,0.017754297998871044,-0.01001297731550813,14
METTL16,0.015957347226385973,0.012968112482710088,3.083698539708003e-05,14
BCL2L2,0.015955783733883983,0.014064331247072528,-0.004173891289404296,14
BOLA1,0.015952640412993494,0.0019926836021932418,-0.005619166245865146,14
FAM135A,0.015950811947972633,-0.00041931737051742577,-0.004134565577412217,14
TMEM179,0.01595005954299488,-0.003225586786106568,,13
HPCAL4,0.015945337723233605,-0.0017050370513304876,,13
TBC1D19,0.01594451287976962,0.007125364761306338,-0.007802991566833152,14
ZDHHC7,0.01594021863317452,0.014830181155749852,-0.0009152218162564586,14
ZBTB17,0.015940018477345684,0.015541458057390285,0.007217742714053505,14
CEP55,0.015930723981067752,0.0012787749714890137,-0.004110240548745128,14
CAMK2B,0.01592799820601263,-0.001854825092155268,,13
GMFG,0.015926559809100054,0.005635854192575054,-0.008632237707075394,14
SS18L1,0.015926166269169307,0.0064070411877056276,-0.0012848714473445459,14
PCOLCE2,0.015926061170665227,-0.002839648411873795,-0.0058641331929044724,14
BCL7A,0.01592148837266281,0.018008004526661604,0.004204103169330042,14
TMEM273,0.015912900603883846,0.01005733828258631,-0.0034061974933079064,14
LILRB1,0.015912310246076648,0.020071338080801797,-0.0034993089245009684,14
LRRC49,0.015909416882470086,0.009076436032210304,-0.00554556349748215,14
ZNRD2,0.015907302697700593,0.008395075157802937,-0.002109260680317127,14
ZNRD1,0.015907074326757403,0.013695639380192458,0.005609279788308001,14
MRGPRE,0.015904457629010778,-0.0019081278016853912,,13
AKIP1,0.01590246294681031,0.015709296593925972,0.0010339788888353645,14
LMTK3,0.015902035187736585,0.010433680220568554,0.0023680331633742406,14
TSPAN2,0.015899479908500363,0.008200449293154452,0.0061778780524775374,14
DVL2,0.015899029583067763,0.0047245628182567955,0.000727362192019905,14
LBR,0.015893596729478866,0.02230972673614805,0.0010451084824586111,14
ZGRF1,0.015893066130250395,0.01433018048474782,-0.0040558336796129735,14
MBTPS2,0.015889977678235606,0.011337204082867765,-0.006258727717059712,14
NTN1,0.015887555018304238,-0.003814088834060517,-0.005616783986080889,14
FILIP1,0.015886431786675835,0.005926377244648602,-0.006232009804397933,14
TMEM91,0.015883825997489727,0.015187305506826424,0.004024149988722898,14
GGT7,0.015883785321645374,0.008830017483635471,-0.00030891589695888227,14
PLXNA1,0.015883079007864346,0.015826270699750296,-0.00834657105022333,14
FAM110C,0.01587894350011653,0.007621128814059502,-0.00532929390611279,14
ORC5,0.015876343428882857,0.012325339252435868,-0.0010551357790638321,14
IDO1,0.015874787970473432,0.0002494751516449442,-0.005162261725038882,14
PDE1C,0.015861784369326854,0.0025052715575380954,,13
GIMAP4,0.0158577219686031,0.017337927957193452,-0.0025018649939611607,14
COQ6,0.015852215421195723,0.010842933680268783,,13
PRPS1,0.01585199674096315,0.00986376699254279,0.004649545635707155,14
HRH4,0.015850911671235087,-0.0014804982180595216,,12
SRBD1,0.015850062155808975,0.013960996384971287,-0.005846875524797952,14
DNAJC18,0.015849756322870383,0.009027432066264557,-0.006125104344036471,14
CEP170,0.015849736001300845,0.010506587394401953,0.0024420532244808345,14
MANBAL,0.01584760183674046,0.013391283451490842,0.004179636726290955,14
GPR65,0.015843939417019844,0.007601666575613673,-0.0031682792318559827,14
HAAO,0.015842132384554265,0.001142278015475623,-0.004630946021902092,14
GPR1,0.015841916848988856,0.0014369734394113448,-0.0024001475014374177,14
FHAD1,0.015841418252147316,0.007900067549872271,,13
SIAH1,0.01584009219750458,0.020529132654450923,-0.0014056428153413885,14
CWF19L1,0.015839303770802605,0.011532180135138733,0.0011256664035637163,14
CDC20,0.015838631681913,0.001016844279924037,-0.0024350690033480005,14
TRIP10,0.01583408552319421,0.01736142939823762,0.00392743927974211,14
NAGA,0.015829582815321524,0.010688840331829166,0.0012298358496578095,14
CRK,0.01582672110483199,0.011692450786346544,0.006965220215075284,14
PIM1,0.015821022767649764,0.016004394837873817,0.0012198223704695808,14
LGALSL,0.01582000373590877,0.021136596512241805,-0.005965859946000708,14
IRAK3,0.015819710029530046,0.014866311666916647,0.0015814126191720907,14
TMEM60,0.015815976746187274,0.004991703224250419,-0.00642428419115655,14
SLC48A1,0.01581528788982842,0.018417392986843764,-0.0003320243162124991,14
DCLRE1C,0.01581429903521038,0.01071207541961781,-0.00426059257158398,14
RTL8A,0.015814202942400758,0.01154577650033763,-0.0017034090618912572,14
FASTKD1,0.015812520923188293,0.0007110725520809316,-0.005382713670451739,14
C19orf44,0.01581244015135285,0.015152073527835559,0.009683785021958442,14
NXPE3,0.015811186925441905,0.006929977923216833,-0.005693358018490458,14
CCDC61,0.01580931071967271,0.00800183267984792,0.0007495093950301908,14
C6orf136,0.0158057844745034,0.006272931606361966,-0.0008040800042328283,14
PET117,0.015802219770920507,0.010790774800102876,0.0016271613112993234,14
MVK,0.015801984132807496,0.02829209243325053,-0.006739930362134919,14
MMS19,0.01579262423071895,0.021162491604012075,-0.0017901531506848696,14
HTR2B,0.015791069747825494,-0.002550392456278297,-0.004694766588128405,14
PHACTR2,0.015790889555399396,0.012506914291759898,0.008042739370235993,14
GPSM2,0.01578927761918107,0.008528763441180736,-0.0050315742995886165,14
TCEA2,0.015786881014690043,0.01492960342813494,-0.004353598354850427,14
DHX57,0.015782974105123387,0.008806663194724847,0.0002680140344049949,14
TSPAN12,0.015780442245823527,0.0056165213242340885,-0.004193699595335415,14
MINPP1,0.015777141684628432,0.008690765735065078,-0.0031347023175931875,14
GBP3,0.015774686538101757,0.008294772841585162,-0.0017599237956334615,14
AASS,0.015764844719313685,0.011029713911578304,0.007504443410468712,14
RFK,0.015764048384427777,-0.0022624086212368116,-0.00499541118589472,14
PEX6,0.015762906815360005,0.008391948824690921,0.0003903532877836452,14
ZSCAN25,0.015755891368839012,0.0013411313094955216,-0.007159184135670783,14
PRAM1,0.015755875785176652,0.0013608367098841328,-0.004835690379918335,14
DBP,0.01575578691942228,0.004655084226954915,-0.005340452030296363,14
RIPK4,0.015749368229991307,0.016156715301784783,,13
MYBBP1A,0.01574886097753162,0.016990615942493566,-0.00384520424951885,14
MMACHC,0.01574401813960063,0.0034787424595268323,-0.0036757692019027633,14
CTSF,0.015742182590966738,0.009537750994249975,-0.005735049700548188,14
MAP2K5,0.015735796481160583,0.012376456156334427,-0.0020986523792636716,14
BCL2L12,0.015732377352363585,0.010962203168485752,0.0024433190707051763,14
METTL18,0.015728146202830622,0.02001954681680345,0.0021669080570901117,14
FDPS,0.01572788784627208,0.008143976569624328,-0.005760929536726726,14
NPC1,0.01572478164062966,0.02403404559832511,-0.013207091646942413,14
SYNDIG1,0.015724668990658892,0.004571102741477872,-0.004918405651338736,14
EXOC3L4,0.015716562752716403,-0.0011640909173283639,,12
DNAJC4,0.015716497269040015,0.008222358183721525,-0.004547087546524607,14
C1orf56,0.01571609770817861,0.019756497789683358,-7.370978431255103e-05,14
TBCC,0.01571265827385187,0.012546039842016216,0.0010443831388328305,14
RREB1,0.015698778502861273,0.019460863728741243,0.006279113286840237,14
KCNF1,0.015697755480567677,-0.001927994395359376,,12
CPSF3,0.01569299824602911,0.016357334579793513,0.007437367592786955,14
RBM38,0.015692479024460634,0.0053070473616544,-0.01151659500982635,14
FKBP3,0.015683321342392417,0.001234423942722833,-0.0071885382806637504,14
NUGGC,0.015674294839156742,-0.000677666876699329,-0.0023992901587619204,14
RBM11,0.01567203090559599,-0.0028213931173003757,-0.007564645141523987,14
FMNL2,0.01567114137578693,0.012459178644642126,0.004767741931889023,14
SOWAHA,0.015671044122458143,0.012098878172659134,-0.003072334109976185,14
NOM1,0.015669424449934723,0.016644128758025838,0.0071505232105690325,14
RAMP1,0.015660645556805276,0.004553188607013323,-0.001967132288106003,14
SF3A1,0.015658326098179,0.015737315382349563,0.005243735562190096,14
CD38,0.01565312958360413,0.0011696411385203043,-0.0028382791503639266,14
CD93,0.015647330910636446,0.021649970804029084,-0.002567669698945267,14
NOMO1,0.015646080632818256,0.009383726420454739,0.004064756743108506,14
MAS1L,0.01564154846068327,-0.0022003550086480373,,13
ZNF785,0.015639857197657682,0.002685821108741042,-0.011450958652493771,14
KAT14,0.015639668186832604,0.012538096639408462,0.0034862294161463,14
TAPBPL,0.015637067377998137,0.015334994399901995,0.001009813187076583,14
HEYL,0.015635834192314485,0.015569379416991005,-0.0036525724713227944,14
PLEKHM3,0.015633935065465253,-0.0009359594134130936,-0.0054253098170401835,14
QRSL1,0.015629744009418817,0.012245772270493761,-0.0016378566198993198,14
ZNF682,0.015626792650310074,0.004826177112894935,-0.00045351818336145187,14
CNTROB,0.01562479077988543,0.014872587130994923,-0.008215876584004198,14
SLC9A8,0.015621304429548986,0.007130288636486041,-0.0010391685036596873,14
GJA5,0.015619776215421334,0.01820390820406874,-0.006098356369941103,14
EBF1,0.015617596912347983,0.013266980440577765,0.0012769541696097558,14
C6orf163,0.015602137711669068,0.010535317378748008,-0.0011763685324092952,14
TIMM22,0.01559887866944847,0.008029793916433067,-0.006751616374972395,14
S100Z,0.01559878933995229,-0.0022735653338384902,-0.005830364744320383,14
ZNF12,0.015598708396879048,0.011778756166472983,0.0011506312635003607,14
DHRS9,0.015596787933317424,0.014769176976183025,,13
MEIS2,0.015594184121599977,0.012516716840445643,0.0008668725660387778,14
SULT1C2,0.015593636151129547,-0.0009374446076543185,,13
KLF3,0.015592929150280085,0.01455852844487561,-0.0028830887672165705,14
ACAD11,0.015583385121568396,0.017075139832408638,0.0033949087410049886,14
AMOT,0.015579196870799958,0.011138768551684788,-0.0010421496052462585,14
TMEM167B,0.015577722443887504,0.016649589890937535,-0.0046024282793049424,14
ZDHHC24,0.015576185686853877,0.011150139969118325,0.0008661725373392375,14
NDOR1,0.015575115544889509,0.005412724511287584,-0.002906506370415526,14
P2RX5,0.015571373527531143,-0.0012007257582092128,-0.0018703904511593852,14
DYNLL1,0.015571137603423962,0.013956431828090251,0.007439612585916425,14
ZNF107,0.015566502576863043,0.010350884820782233,-0.0007295846970751707,14
ATG4C,0.015562964808957627,0.017722081482587707,0.009820188157689182,14
ZNF862,0.015559296905216296,0.011269483081599259,-0.00069033194390352,14
RCAN2,0.01555381585250019,0.020140736254874808,-0.003887557592391397,14
ITPKB,0.015553488732240906,0.0160504645094632,0.006382714997421055,14
SSTR2,0.015552483035075856,-0.0022253438794652626,-0.0035402290964038183,14
CDO1,0.015548438360065168,0.003092861475727392,,13
FARP2,0.01554800552072822,0.013190724870034745,-0.004963908475596497,14
TBCE-1,0.01554794893545765,0.013167537988598153,-0.0015232848063695343,14
UVRAG,0.015545928747091094,0.013441434122294569,0.0074095963926826235,14
PDE3A,0.015545213800685674,0.0055434283578285485,-0.0027092806476076976,14
ZNF497,0.015543433140349307,0.00857647430578398,0.005529380774569137,14
KDELR3,0.01553785558458189,0.018978859111045646,-0.0018258264136183351,14
FOXM1,0.015530927160762181,0.006787241174343586,-0.001676149928363469,14
HTRA2,0.01552437250927839,0.01847047274673564,0.00647065188787926,14
RAB36,0.01551985810248725,0.012266037171097463,-0.002612365623457891,14
TYW5,0.015518116918474326,0.005919409593900809,-0.005552864160217184,14
NDST2,0.015514718075351356,0.0028962059597356106,-0.005287741615669815,14
NQO2,0.015514617563063654,0.009946314702331881,-0.0041914809992095615,14
ACSS3,0.01551311284183823,0.009897455646808814,-0.0015054466345187929,14
STOML1,0.015512570179823612,-0.005283397000953231,-0.01097327177994773,14
ANKMY1,0.015498213030553995,0.011260323814341507,-0.0023157217650074577,14
MSC,0.015497149726503762,0.007006499725409473,-0.0036471572431241318,14
MOCS1,0.015494471216462389,0.007707115737252338,-0.005720072837252555,14
LRRC58,0.015493990329056923,0.012685942454616683,-0.009832694244192586,14
UBALD2,0.015493014697064598,0.010206018015690203,0.00039247132438986054,14
C2orf83,0.015491328708978954,-0.0019998985081886834,,13
GPATCH1,0.015488468870493056,0.00807963552902561,-0.007151637221546234,14
MEOX2,0.015481995571470663,0.010867425997330052,-0.007662640623059439,14
SPC24,0.015479965105569694,-0.0027180688115577825,-0.00571795644815728,14
ACE,0.015464584678606244,0.01375883707168348,-0.0010900408259134076,14
ZNF385D,0.015459078858679564,0.016372074132618254,-0.0016000509661336045,14
ATP6V1D,0.01545893440622179,0.007343071700712354,-0.009297815955199702,14
NKX2-5,0.015454302401666746,-0.001675923900846231,,12
SYTL5,0.015453006572610718,-0.0016451390328884054,-0.004714736161340449,14
CNTN3,0.015451520711192731,0.004712095589498532,-0.0020933503863191393,14
IGLL1,0.01544742959988841,-0.0008657295354147102,,9
AREL1,0.015442939629758179,0.01104291513921704,0.0007030974986502694,14
RAPGEF3,0.015441047974276314,0.009511206100907181,0.0008068982702372361,14
DCP1A,0.01542756551088016,0.006044230390948242,-0.008418520750356196,14
CLEC12A,0.01542642355014138,0.007212768283026993,-0.004006193819336752,14
PARL,0.015419615929459386,0.01010232023504922,-0.0037898682814832747,14
ADGRF1,0.015413232232665297,-0.0014346853994531275,-0.007365248812350844,14
C1orf210,0.015411960480646029,0.011359577973974574,-0.0019014273191945894,14
RAB23,0.015410300424412743,0.011359223903021026,-0.008883588528465998,14
REG3A,0.015407016010863212,-0.0010150210861820112,,11
CEP250,0.015406077591210151,0.012939116219708658,0.006651004191337737,14
STRA6,0.015398803434364075,0.011880319865592367,-0.004481327789603945,14
DCSTAMP,0.015395865896423505,-0.0020225067162725086,,12
TARM1,0.015392507674827955,-0.0019051849213654127,,12
ZNF43,0.015390619060373265,0.009030346647569795,0.006725386195169765,14
ZFYVE28,0.015385712981230676,0.01257695813924872,-0.006157701388435157,14
TRMT2B,0.015384357531794778,0.006453847994821037,-0.003169503114718952,14
ATP23,0.015384276983407375,0.006245098399648718,-0.004733659663807923,14
DBT,0.01538200179606917,0.0073789922556908236,-0.0024466249037492574,14
PRR3,0.015381292516843259,0.014075577189566401,0.006287532877312135,14
JAGN1,0.015380146229960269,0.0008831975165202507,-0.006528719659036775,14
PTGER4,0.015375334938314332,0.009975333933638374,0.002472412344570286,14
FAM53B,0.0153752318109576,0.01230109962755331,0.008807168602983893,14
TIGD2,0.01537287811792865,0.017253512555204475,-0.0009800438727110119,14
TMEM145,0.015370037796593853,0.007411990279375387,,13
PBK,0.015367025149123002,0.008755298674376768,-0.0014391294743793517,14
SLC9A9,0.015366069003023274,0.01221793687952532,-0.003369337036077351,14
SLCO3A1,0.015359106770068288,0.011347188280509256,-0.004643940935151813,14
RASSF9,0.01535727580666557,0.007461877242051416,-0.005249181990123874,14
GFI1,0.015356341268688989,-0.0016948740881659985,-0.0033470118688279497,14
KRT222,0.0153546817055413,-0.0017170468042462502,,13
FFAR1,0.015352675343648294,-0.0019550138104525785,,13
ADPRHL2,0.015350558371970182,0.006787706251784109,0.0015362343221977787,14
MBD5,0.015350261694680808,0.00804031526659547,0.002468646985293161,14
TNFSF4,0.015347905803401281,0.007958161259118565,-0.005528722655619284,14
DGKE,0.015346872261312159,0.009574186999016318,-0.0023887999201058743,14
TMOD2,0.015344557702036491,0.007732477405118118,-0.00355625691065997,14
PTK6,0.01533952281693844,0.011582410750984939,-0.0038516608547987156,14
AVEN,0.015338240184882375,0.017354315945761856,0.005158830697830226,14
HIBCH,0.015337234615586646,0.008451334996908571,-0.0008222272193523159,14
COL9A3,0.015335513884216846,-0.00042382693655190827,,13
ADAMTS5,0.01532323475404232,0.019119435650994082,-0.0074942732759104335,14
ZNF324,0.015319134055526455,0.01164193688692736,0.00037779257731551403,14
FPGT,0.015318217001889003,0.013168842868197958,0.0017819411162660085,14
PIFO,0.015318069180968823,0.01949284481276099,-0.0017088776165930467,14
AP2M1,0.015314348951907643,0.017596442048691718,-0.0014579883173276075,14
PKDCC,0.015312175011261822,0.010816092099032266,-0.0014706309710504732,14
PLD2,0.015310297747881405,0.012678269263543615,-0.0034378242215924535,14
TCAF1,0.01530915529571437,0.016672594398971112,0.002403199030724231,14
RAMACL,0.015307620282649736,-0.00047311196801197344,,10
FHOD3,0.015307011226686753,0.014147091383851184,-0.003568530663485186,14
CEACAM1,0.015306846498154527,-0.0005577075891120138,-0.004346427950046787,14
FKBP8,0.015297591363672272,0.01852452019589184,-0.005797099049434923,14
CCDC172,0.01529701295252163,-0.0009706784838177925,,10
ADGRD1,0.015295764689165298,0.0003159737985582598,-0.002792045879531223,14
PLPBP,0.015295547666286923,0.02233316052487885,-0.002795281896053525,14
TRMT9B,0.015295216003285065,0.007492624956972037,-0.004242761147379628,14
GLIS2,0.015290385032636291,0.017799620795901375,-0.0011703912212961153,14
TCF7L1,0.015290194181174053,0.0070270082138978235,0.0003888826009513284,14
CDK2AP2,0.015289146078348892,0.015508441506194771,-0.008224817451731054,14
KLHDC4,0.015288327432986462,0.015871622642096378,-0.007818083945166348,14
ZNF669,0.015283047139754612,0.004169292683877266,,13
ZNF578,0.01527975560320251,-0.001508188119050827,,11
CARD6,0.015273975088007588,0.004489823627016107,-0.007119393128982794,14
RUFY4,0.015272058242437537,0.0028193822015086037,-0.0037389615563009296,14
NEGR1,0.015271116059321407,0.013883945855184567,-0.0026612302573045836,14
SP5,0.015269641269384248,0.003847633605391279,-0.004601632182655757,14
PRAC2,0.01526387629931115,-0.0011220048153283387,,9
ITPRIPL2,0.015263394770196644,0.01611101695969992,-0.0006618012384017853,14
ZNF558,0.015262195942445978,0.021529533901488547,-0.003019831489816163,14
SMR3B,0.015257002454254487,-0.001535802522577308,,13
MNS1,0.015253329160524435,0.004598436548786125,-0.006630503562444607,14
VSNL1,0.015245302915101216,0.017712383364780253,,13
CCDC122,0.015244566801581514,0.00780982598783647,-0.005927177228462499,14
CABIN1,0.015222416277764689,0.015879551194958316,-0.001939842657158109,14
ING1,0.015219951539834768,0.004373511027265209,-0.0032362360549833664,14
ORAI2,0.015218606973668431,0.012141880854596042,-0.003516447591619671,14
KIF21A,0.015213762973154344,0.004769914909781888,-0.006952757967148492,14
SIPA1,0.015206335238203686,0.019059837978238563,0.004543772831506825,14
MCPH1,0.015205538789081393,0.024418501784222182,0.00491131929706999,14
ZNF256,0.01520405622333802,0.007520981158523494,-0.004249797925482502,14
ACKR2,0.015199782620010219,-0.004366719649332382,-0.00854895605455324,14
CD3E,0.015197330577827626,0.0007616435466432165,-0.004077337539831906,14
FCRL3,0.015195716305992119,-0.0015887627192184626,,11
ZNF526,0.01518616128918998,0.004357592008042997,-0.005298233404838679,14
RILPL2,0.015183069684639628,0.016301043836116625,-0.003727434135648087,14
ZNF688,0.015177091291543621,0.015672325950217617,-0.006829638600226783,14
DNAJC27,0.01517425588871787,0.01191796813829376,-0.004993441945530514,14
CYB5R2,0.015173444251039782,0.0027369712378308886,-0.0064299437736701805,14
MSMB,0.015173345812701569,-0.0011180124637646736,,13
SLC7A10,0.015168110441894617,0.004921221995055709,,13
EEFSEC,0.015165032143864696,0.018508117559502595,0.003299591043904127,14
PDSS2,0.015164226169151526,0.012597736642460266,0.0007819369769870746,14
SFSWAP,0.015157437288156965,0.008200138587138448,0.005117816131675822,14
AZU1,0.015150052870102753,-0.0011784579271010027,-0.0037204725015652627,14
FNTB,0.015149701488842319,0.002802044656436197,-0.001966572687210836,14
CACNG3,0.015145511362388543,-0.0013001250005736638,,11
ATP6V0A4,0.015145111753995069,-0.0009784320466655423,-0.002860198783082634,14
PIK3R4,0.015142654263404364,0.015591542650033739,-0.0071300133332339,14
XRCC1,0.015139045677009437,0.00922777655495476,-0.004607143085992739,14
NUDT12,0.015136187950086782,0.014583752299883911,-0.0075333382908744735,14
SAYSD1,0.015131337707537813,0.021126602088944988,0.0029383425422076555,14
B4GALT4,0.015128510922576015,0.011798498817406713,-0.00550078608188381,14
NLRP1,0.015115354594549074,0.013835952342909276,-0.006651407773777506,14
RIOK2,0.015115186482027186,0.009531489181420693,-0.0018414279463399028,14
FCRL2,0.015111449041848673,-0.0012874887872871535,,13
GALNT5,0.015097396330545795,0.01348436539851796,-0.0013484107953551754,14
TBC1D8B,0.01509542172109075,0.013126991243376494,-0.0017923914155155009,14
SNTB1,0.015093057286835465,0.008532909153316056,-0.0045954725323785394,14
HDAC5,0.015092450776569913,0.008081569154731627,0.0009137450200636742,14
PLCD3,0.015090660133445349,0.02348462778986243,-0.0076897468743932565,14
GDPD5,0.01509051124358352,-0.002356791582215384,-0.004626494297789437,14
ZNF76,0.015084232043908213,0.012325950426861434,-0.0026893558707894068,14
TTPA,0.015079655401771731,-0.002125804544693857,,12
HES2,0.015075064272506471,0.005439149594543231,,13
TLCD4,0.015061373799555427,-0.0012119538370685104,-0.002451315481499784,14
DFFA,0.015051494252213082,0.005728559630065323,-0.005200018492706703,14
ZNF260,0.015048509463433111,0.011922807559719844,-0.008066147221774142,14
GRB10,0.015048288226660751,0.01945502017436689,0.013047277681383156,14
ALDOC,0.015048217624346397,0.0033351688041912994,-0.00353408773748816,14
PLCXD1,0.015045423448784933,0.010588653726896824,-0.001435441261378022,14
ZNF839,0.01503740936634787,-0.0004923390792169284,-0.007128671861747812,14
UBXN1,0.015034752946194899,0.01487290557144855,-0.001048862106534901,14
CD300LB,0.015034474304512003,-0.0015707545270589685,-0.0034043889503403745,14
E2F6,0.015028190700034147,0.005303053488558081,-0.003552932730525069,14
TMEM106A,0.015027311554035111,0.01607397242798634,0.0029717191435199826,14
ELMO2,0.015027161331063592,0.011995675490040776,0.0005836400396984276,14
ADAL,0.015025144921436074,0.002695347528905386,-0.0020360166050119037,14
ZDHHC2,0.015022702830530055,0.006967329545059783,-0.007395627185399799,14
DPH2,0.015021146448759733,0.006040159642607007,0.0016725876278723335,14
NCAPD2,0.015018488329877453,0.015806261172064635,-0.0047460740132274125,14
PXK,0.01501287452485271,0.012584354439154358,0.00021229958678431883,14
RNF227,0.015010154607996217,0.007961643046186292,-0.0016927661200592421,14
GTF3C2,0.015009604147693022,0.013970413244941821,0.001073681457430837,14
PEX11G,0.014999485475156771,0.0018484823350929337,-0.0005829696091604814,14
NUP42,0.014997805747975745,0.011135512192848059,-0.00018849999227210732,14
NFKBIE,0.01499244933088864,0.009247516800812192,-0.004741049957445232,14
GLYCTK,0.014990586577725697,0.01866988966522251,-0.00772080700891324,14
SNX21,0.014989548216176537,0.007893744548300274,0.0047849248671086465,14
ARHGAP25,0.014984858307811735,0.00837145879417011,-0.004120296639961991,14
C2orf74,0.014978878004265549,0.014543885125791883,-0.0035099924533849303,14
OSBPL1A,0.014977642544515371,0.001505118410491957,0.00029179567631418615,14
IRF2BP1,0.014969294910368138,0.009161389534839071,-0.008559633879394334,14
SPINDOC,0.01496504146312519,0.001193974386902314,-0.0031620026779991535,14
PBLD,0.014959452459981716,0.010820020971385538,-0.008064454915063747,14
IFT52,0.014953998367672722,0.004928707830666836,-0.006405989187803431,14
PIGL,0.014948127641078291,0.008246069607947196,0.0020302380638234137,14
PITX3,0.014948077692910051,-0.001144650873029395,-0.0032982478127858237,14
MCMDC2,0.014947447246354594,0.006937623144633345,,13
ALDH3B1,0.014946658714503252,0.010149182793124814,-0.006989485396264923,14
IRAK2,0.014946656979989256,-0.0009115938797061556,-0.004133360327278884,14
AREG,0.014946560546977898,0.006312468380401775,,13
CCDC22,0.014943217121319805,-0.0022868469738610907,-0.005472828067429572,14
NDC80,0.014940840569228406,0.005636634825413423,-0.002096608830817004,14
SNX11,0.014938950415189056,0.012924122462428087,0.0033477714218432394,14
